date,station_id,station_name,river,level_m,canonical_district_id,canonical_region_id,id,station_number,source_file
2026-08-25,SH001,Belet Weyne,Shabelle,3.84,SO2001,SO20,224302,sh001,snrfa_level_data.csv
2026-08-24,SH001,Belet Weyne,Shabelle,3.99,SO2001,SO20,224295,sh001,snrfa_level_data.csv
2026-08-23,SH001,Belet Weyne,Shabelle,3.98,SO2001,SO20,224288,sh001,snrfa_level_data.csv
2026-08-22,SH001,Belet Weyne,Shabelle,3.88,SO2001,SO20,224281,sh001,snrfa_level_data.csv
2026-08-21,SH001,Belet Weyne,Shabelle,3.6,SO2001,SO20,224274,sh001,snrfa_level_data.csv
2026-08-20,SH001,Belet Weyne,Shabelle,3.38,SO2001,SO20,224267,sh001,snrfa_level_data.csv
2026-08-19,SH001,Belet Weyne,Shabelle,3.15,SO2001,SO20,224260,sh001,snrfa_level_data.csv
2026-08-18,SH001,Belet Weyne,Shabelle,2.85,SO2001,SO20,224253,sh001,snrfa_level_data.csv
2026-08-17,SH001,Belet Weyne,Shabelle,2.8,SO2001,SO20,224246,sh001,snrfa_level_data.csv
2026-08-16,SH001,Belet Weyne,Shabelle,2.84,SO2001,SO20,224239,sh001,snrfa_level_data.csv
2026-08-15,SH001,Belet Weyne,Shabelle,2.84,SO2001,SO20,224232,sh001,snrfa_level_data.csv
2026-08-14,SH001,Belet Weyne,Shabelle,,SO2001,SO20,224225,sh001,snrfa_level_data.csv
2026-08-13,SH001,Belet Weyne,Shabelle,2.96,SO2001,SO20,224218,sh001,snrfa_level_data.csv
2026-08-12,SH001,Belet Weyne,Shabelle,3.0,SO2001,SO20,224211,sh001,snrfa_level_data.csv
2026-08-11,SH001,Belet Weyne,Shabelle,2.98,SO2001,SO20,224204,sh001,snrfa_level_data.csv
2026-08-10,SH001,Belet Weyne,Shabelle,2.82,SO2001,SO20,224197,sh001,snrfa_level_data.csv
2026-08-09,SH001,Belet Weyne,Shabelle,2.49,SO2001,SO20,224190,sh001,snrfa_level_data.csv
2026-08-08,SH001,Belet Weyne,Shabelle,2.35,SO2001,SO20,224183,sh001,snrfa_level_data.csv
2026-08-07,SH001,Belet Weyne,Shabelle,,SO2001,SO20,224176,sh001,snrfa_level_data.csv
2026-08-06,SH001,Belet Weyne,Shabelle,2.42,SO2001,SO20,224169,sh001,snrfa_level_data.csv
2026-08-05,SH001,Belet Weyne,Shabelle,2.45,SO2001,SO20,224162,sh001,snrfa_level_data.csv
2026-08-04,SH001,Belet Weyne,Shabelle,2.4,SO2001,SO20,224155,sh001,snrfa_level_data.csv
2026-08-03,SH001,Belet Weyne,Shabelle,2.36,SO2001,SO20,224148,sh001,snrfa_level_data.csv
2026-08-02,SH001,Belet Weyne,Shabelle,2.32,SO2001,SO20,224141,sh001,snrfa_level_data.csv
2026-08-01,SH001,Belet Weyne,Shabelle,2.35,SO2001,SO20,224134,sh001,snrfa_level_data.csv
2026-07-31,SH001,Belet Weyne,Shabelle,2.35,SO2001,SO20,224127,sh001,snrfa_level_data.csv
2026-07-30,SH001,Belet Weyne,Shabelle,2.38,SO2001,SO20,224120,sh001,snrfa_level_data.csv
2026-07-29,SH001,Belet Weyne,Shabelle,2.4,SO2001,SO20,224113,sh001,snrfa_level_data.csv
2026-07-28,SH001,Belet Weyne,Shabelle,2.46,SO2001,SO20,224106,sh001,snrfa_level_data.csv
2026-07-27,SH001,Belet Weyne,Shabelle,2.48,SO2001,SO20,224099,sh001,snrfa_level_data.csv
2026-07-26,SH001,Belet Weyne,Shabelle,2.48,SO2001,SO20,224092,sh001,snrfa_level_data.csv
2026-07-25,SH001,Belet Weyne,Shabelle,2.38,SO2001,SO20,224085,sh001,snrfa_level_data.csv
2026-07-24,SH001,Belet Weyne,Shabelle,2.28,SO2001,SO20,224078,sh001,snrfa_level_data.csv
2026-07-23,SH001,Belet Weyne,Shabelle,2.3,SO2001,SO20,224071,sh001,snrfa_level_data.csv
2026-07-22,SH001,Belet Weyne,Shabelle,2.32,SO2001,SO20,224064,sh001,snrfa_level_data.csv
2026-07-21,SH001,Belet Weyne,Shabelle,2.36,SO2001,SO20,224057,sh001,snrfa_level_data.csv
2026-07-20,SH001,Belet Weyne,Shabelle,2.4,SO2001,SO20,224050,sh001,snrfa_level_data.csv
2026-07-19,SH001,Belet Weyne,Shabelle,2.4,SO2001,SO20,224043,sh001,snrfa_level_data.csv
2026-07-18,SH001,Belet Weyne,Shabelle,2.5,SO2001,SO20,224036,sh001,snrfa_level_data.csv
2026-07-17,SH001,Belet Weyne,Shabelle,2.54,SO2001,SO20,224029,sh001,snrfa_level_data.csv
2026-07-16,SH001,Belet Weyne,Shabelle,2.62,SO2001,SO20,224022,sh001,snrfa_level_data.csv
2026-07-15,SH001,Belet Weyne,Shabelle,2.7,SO2001,SO20,224015,sh001,snrfa_level_data.csv
2026-07-14,SH001,Belet Weyne,Shabelle,2.78,SO2001,SO20,224008,sh001,snrfa_level_data.csv
2026-07-13,SH001,Belet Weyne,Shabelle,2.8,SO2001,SO20,224001,sh001,snrfa_level_data.csv
2026-07-12,SH001,Belet Weyne,Shabelle,2.82,SO2001,SO20,223994,sh001,snrfa_level_data.csv
2026-07-11,SH001,Belet Weyne,Shabelle,2.86,SO2001,SO20,223987,sh001,snrfa_level_data.csv
2026-07-10,SH001,Belet Weyne,Shabelle,2.9,SO2001,SO20,223980,sh001,snrfa_level_data.csv
2026-07-09,SH001,Belet Weyne,Shabelle,2.88,SO2001,SO20,223973,sh001,snrfa_level_data.csv
2026-07-08,SH001,Belet Weyne,Shabelle,2.88,SO2001,SO20,223966,sh001,snrfa_level_data.csv
2026-07-07,SH001,Belet Weyne,Shabelle,2.9,SO2001,SO20,223959,sh001,snrfa_level_data.csv
2026-07-06,SH001,Belet Weyne,Shabelle,2.9,SO2001,SO20,223952,sh001,snrfa_level_data.csv
2026-07-05,SH001,Belet Weyne,Shabelle,2.93,SO2001,SO20,223945,sh001,snrfa_level_data.csv
2026-07-04,SH001,Belet Weyne,Shabelle,2.94,SO2001,SO20,223938,sh001,snrfa_level_data.csv
2026-07-03,SH001,Belet Weyne,Shabelle,2.94,SO2001,SO20,223931,sh001,snrfa_level_data.csv
2026-07-02,SH001,Belet Weyne,Shabelle,2.98,SO2001,SO20,223924,sh001,snrfa_level_data.csv
2026-07-01,SH001,Belet Weyne,Shabelle,2.98,SO2001,SO20,223917,sh001,snrfa_level_data.csv
2026-06-30,SH001,Belet Weyne,Shabelle,3.12,SO2001,SO20,223910,sh001,snrfa_level_data.csv
2026-06-29,SH001,Belet Weyne,Shabelle,3.24,SO2001,SO20,223903,sh001,snrfa_level_data.csv
2026-06-28,SH001,Belet Weyne,Shabelle,3.32,SO2001,SO20,223896,sh001,snrfa_level_data.csv
2026-06-27,SH001,Belet Weyne,Shabelle,3.34,SO2001,SO20,223889,sh001,snrfa_level_data.csv
2026-06-26,SH001,Belet Weyne,Shabelle,3.34,SO2001,SO20,223882,sh001,snrfa_level_data.csv
2026-06-25,SH001,Belet Weyne,Shabelle,3.42,SO2001,SO20,223875,sh001,snrfa_level_data.csv
2026-06-24,SH001,Belet Weyne,Shabelle,3.46,SO2001,SO20,223868,sh001,snrfa_level_data.csv
2026-06-23,SH001,Belet Weyne,Shabelle,3.56,SO2001,SO20,223861,sh001,snrfa_level_data.csv
2026-06-22,SH001,Belet Weyne,Shabelle,3.66,SO2001,SO20,223854,sh001,snrfa_level_data.csv
2026-06-21,SH001,Belet Weyne,Shabelle,3.78,SO2001,SO20,223847,sh001,snrfa_level_data.csv
2026-06-20,SH001,Belet Weyne,Shabelle,3.7,SO2001,SO20,223840,sh001,snrfa_level_data.csv
2026-06-19,SH001,Belet Weyne,Shabelle,3.6,SO2001,SO20,223833,sh001,snrfa_level_data.csv
2026-06-18,SH001,Belet Weyne,Shabelle,3.72,SO2001,SO20,223826,sh001,snrfa_level_data.csv
2026-06-17,SH001,Belet Weyne,Shabelle,3.9,SO2001,SO20,223819,sh001,snrfa_level_data.csv
2026-06-16,SH001,Belet Weyne,Shabelle,3.98,SO2001,SO20,223812,sh001,snrfa_level_data.csv
2026-06-15,SH001,Belet Weyne,Shabelle,4.28,SO2001,SO20,223805,sh001,snrfa_level_data.csv
2026-06-14,SH001,Belet Weyne,Shabelle,4.5,SO2001,SO20,223798,sh001,snrfa_level_data.csv
2026-06-13,SH001,Belet Weyne,Shabelle,4.62,SO2001,SO20,223791,sh001,snrfa_level_data.csv
2026-06-12,SH001,Belet Weyne,Shabelle,4.68,SO2001,SO20,223784,sh001,snrfa_level_data.csv
2026-06-11,SH001,Belet Weyne,Shabelle,4.68,SO2001,SO20,223777,sh001,snrfa_level_data.csv
2026-06-10,SH001,Belet Weyne,Shabelle,4.74,SO2001,SO20,223770,sh001,snrfa_level_data.csv
2026-06-09,SH001,Belet Weyne,Shabelle,4.58,SO2001,SO20,223763,sh001,snrfa_level_data.csv
2026-06-08,SH001,Belet Weyne,Shabelle,4.19,SO2001,SO20,223756,sh001,snrfa_level_data.csv
2026-06-07,SH001,Belet Weyne,Shabelle,3.48,SO2001,SO20,223749,sh001,snrfa_level_data.csv
2026-06-06,SH001,Belet Weyne,Shabelle,3.28,SO2001,SO20,223742,sh001,snrfa_level_data.csv
2026-06-05,SH001,Belet Weyne,Shabelle,3.25,SO2001,SO20,223735,sh001,snrfa_level_data.csv
2026-06-04,SH001,Belet Weyne,Shabelle,3.28,SO2001,SO20,223728,sh001,snrfa_level_data.csv
2026-06-03,SH001,Belet Weyne,Shabelle,3.36,SO2001,SO20,223721,sh001,snrfa_level_data.csv
2026-06-02,SH001,Belet Weyne,Shabelle,3.5,SO2001,SO20,223714,sh001,snrfa_level_data.csv
2026-06-01,SH001,Belet Weyne,Shabelle,3.66,SO2001,SO20,223707,sh001,snrfa_level_data.csv
2026-05-31,SH001,Belet Weyne,Shabelle,3.8,SO2001,SO20,223700,sh001,snrfa_level_data.csv
2026-05-30,SH001,Belet Weyne,Shabelle,3.98,SO2001,SO20,223693,sh001,snrfa_level_data.csv
2026-05-29,SH001,Belet Weyne,Shabelle,4.16,SO2001,SO20,223686,sh001,snrfa_level_data.csv
2026-05-28,SH001,Belet Weyne,Shabelle,4.18,SO2001,SO20,223679,sh001,snrfa_level_data.csv
2026-05-27,SH001,Belet Weyne,Shabelle,4.2,SO2001,SO20,223672,sh001,snrfa_level_data.csv
2026-05-26,SH001,Belet Weyne,Shabelle,4.42,SO2001,SO20,223665,sh001,snrfa_level_data.csv
2026-05-25,SH001,Belet Weyne,Shabelle,4.86,SO2001,SO20,223658,sh001,snrfa_level_data.csv
2026-05-24,SH001,Belet Weyne,Shabelle,5.66,SO2001,SO20,223651,sh001,snrfa_level_data.csv
2026-05-23,SH001,Belet Weyne,Shabelle,6.76,SO2001,SO20,223644,sh001,snrfa_level_data.csv
2026-05-22,SH001,Belet Weyne,Shabelle,6.9,SO2001,SO20,223637,sh001,snrfa_level_data.csv
2026-05-21,SH001,Belet Weyne,Shabelle,6.9,SO2001,SO20,223630,sh001,snrfa_level_data.csv
2026-05-20,SH001,Belet Weyne,Shabelle,6.92,SO2001,SO20,223623,sh001,snrfa_level_data.csv
2026-05-19,SH001,Belet Weyne,Shabelle,6.96,SO2001,SO20,223616,sh001,snrfa_level_data.csv
2026-05-18,SH001,Belet Weyne,Shabelle,6.96,SO2001,SO20,223609,sh001,snrfa_level_data.csv
2026-05-17,SH001,Belet Weyne,Shabelle,6.98,SO2001,SO20,223602,sh001,snrfa_level_data.csv
2026-05-16,SH001,Belet Weyne,Shabelle,7.0,SO2001,SO20,223595,sh001,snrfa_level_data.csv
2026-05-15,SH001,Belet Weyne,Shabelle,7.0,SO2001,SO20,223588,sh001,snrfa_level_data.csv
2026-05-14,SH001,Belet Weyne,Shabelle,7.0,SO2001,SO20,223581,sh001,snrfa_level_data.csv
2026-05-13,SH001,Belet Weyne,Shabelle,6.98,SO2001,SO20,223574,sh001,snrfa_level_data.csv
2026-05-12,SH001,Belet Weyne,Shabelle,7.1,SO2001,SO20,223567,sh001,snrfa_level_data.csv
2026-05-11,SH001,Belet Weyne,Shabelle,6.75,SO2001,SO20,223560,sh001,snrfa_level_data.csv
2026-05-10,SH001,Belet Weyne,Shabelle,6.56,SO2001,SO20,223553,sh001,snrfa_level_data.csv
2026-05-09,SH001,Belet Weyne,Shabelle,6.46,SO2001,SO20,223546,sh001,snrfa_level_data.csv
2026-05-08,SH001,Belet Weyne,Shabelle,6.38,SO2001,SO20,223539,sh001,snrfa_level_data.csv
2026-05-07,SH001,Belet Weyne,Shabelle,6.3,SO2001,SO20,223532,sh001,snrfa_level_data.csv
2026-05-06,SH001,Belet Weyne,Shabelle,6.25,SO2001,SO20,223525,sh001,snrfa_level_data.csv
2026-05-05,SH001,Belet Weyne,Shabelle,6.2,SO2001,SO20,223518,sh001,snrfa_level_data.csv
2026-05-04,SH001,Belet Weyne,Shabelle,6.02,SO2001,SO20,223511,sh001,snrfa_level_data.csv
2026-05-03,SH001,Belet Weyne,Shabelle,5.9,SO2001,SO20,223504,sh001,snrfa_level_data.csv
2026-05-02,SH001,Belet Weyne,Shabelle,5.82,SO2001,SO20,223497,sh001,snrfa_level_data.csv
2026-05-01,SH001,Belet Weyne,Shabelle,5.8,SO2001,SO20,223490,sh001,snrfa_level_data.csv
2026-04-30,SH001,Belet Weyne,Shabelle,5.7,SO2001,SO20,223483,sh001,snrfa_level_data.csv
2026-04-29,SH001,Belet Weyne,Shabelle,5.72,SO2001,SO20,223476,sh001,snrfa_level_data.csv
2026-04-28,SH001,Belet Weyne,Shabelle,5.72,SO2001,SO20,223469,sh001,snrfa_level_data.csv
2026-04-27,SH001,Belet Weyne,Shabelle,5.7,SO2001,SO20,223462,sh001,snrfa_level_data.csv
2026-04-26,SH001,Belet Weyne,Shabelle,5.6,SO2001,SO20,223455,sh001,snrfa_level_data.csv
2026-04-25,SH001,Belet Weyne,Shabelle,5.54,SO2001,SO20,223448,sh001,snrfa_level_data.csv
2026-04-24,SH001,Belet Weyne,Shabelle,5.38,SO2001,SO20,223441,sh001,snrfa_level_data.csv
2026-04-23,SH001,Belet Weyne,Shabelle,5.16,SO2001,SO20,223434,sh001,snrfa_level_data.csv
2026-04-22,SH001,Belet Weyne,Shabelle,5.0,SO2001,SO20,223427,sh001,snrfa_level_data.csv
2026-04-21,SH001,Belet Weyne,Shabelle,5.06,SO2001,SO20,223420,sh001,snrfa_level_data.csv
2026-04-20,SH001,Belet Weyne,Shabelle,5.26,SO2001,SO20,223413,sh001,snrfa_level_data.csv
2026-04-19,SH001,Belet Weyne,Shabelle,5.54,SO2001,SO20,223406,sh001,snrfa_level_data.csv
2026-04-18,SH001,Belet Weyne,Shabelle,5.68,SO2001,SO20,223399,sh001,snrfa_level_data.csv
2026-04-17,SH001,Belet Weyne,Shabelle,5.62,SO2001,SO20,223392,sh001,snrfa_level_data.csv
2026-04-16,SH001,Belet Weyne,Shabelle,5.56,SO2001,SO20,223385,sh001,snrfa_level_data.csv
2026-04-15,SH001,Belet Weyne,Shabelle,5.49,SO2001,SO20,223378,sh001,snrfa_level_data.csv
2026-04-14,SH001,Belet Weyne,Shabelle,5.56,SO2001,SO20,223371,sh001,snrfa_level_data.csv
2026-04-13,SH001,Belet Weyne,Shabelle,5.6,SO2001,SO20,223364,sh001,snrfa_level_data.csv
2026-04-12,SH001,Belet Weyne,Shabelle,5.6,SO2001,SO20,223357,sh001,snrfa_level_data.csv
2026-04-11,SH001,Belet Weyne,Shabelle,5.56,SO2001,SO20,223350,sh001,snrfa_level_data.csv
2026-04-10,SH001,Belet Weyne,Shabelle,5.5,SO2001,SO20,223343,sh001,snrfa_level_data.csv
2026-04-09,SH001,Belet Weyne,Shabelle,5.36,SO2001,SO20,223336,sh001,snrfa_level_data.csv
2026-04-08,SH001,Belet Weyne,Shabelle,5.0,SO2001,SO20,223329,sh001,snrfa_level_data.csv
2026-04-07,SH001,Belet Weyne,Shabelle,4.27,SO2001,SO20,223322,sh001,snrfa_level_data.csv
2026-04-06,SH001,Belet Weyne,Shabelle,3.62,SO2001,SO20,223315,sh001,snrfa_level_data.csv
2026-04-05,SH001,Belet Weyne,Shabelle,3.3,SO2001,SO20,223308,sh001,snrfa_level_data.csv
2026-04-04,SH001,Belet Weyne,Shabelle,3.12,SO2001,SO20,223301,sh001,snrfa_level_data.csv
2026-04-03,SH001,Belet Weyne,Shabelle,2.7,SO2001,SO20,223294,sh001,snrfa_level_data.csv
2026-04-02,SH001,Belet Weyne,Shabelle,2.0,SO2001,SO20,223287,sh001,snrfa_level_data.csv
2026-04-01,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223280,sh001,snrfa_level_data.csv
2026-03-31,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223273,sh001,snrfa_level_data.csv
2026-03-30,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223266,sh001,snrfa_level_data.csv
2026-03-29,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223259,sh001,snrfa_level_data.csv
2026-03-28,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223252,sh001,snrfa_level_data.csv
2026-03-27,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223245,sh001,snrfa_level_data.csv
2026-03-26,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223238,sh001,snrfa_level_data.csv
2026-03-25,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223231,sh001,snrfa_level_data.csv
2026-03-24,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223224,sh001,snrfa_level_data.csv
2026-03-23,SH001,Belet Weyne,Shabelle,0.8,SO2001,SO20,223217,sh001,snrfa_level_data.csv
2026-03-22,SH001,Belet Weyne,Shabelle,0.86,SO2001,SO20,223210,sh001,snrfa_level_data.csv
2026-03-21,SH001,Belet Weyne,Shabelle,0.9,SO2001,SO20,223203,sh001,snrfa_level_data.csv
2026-03-20,SH001,Belet Weyne,Shabelle,0.96,SO2001,SO20,223196,sh001,snrfa_level_data.csv
2026-03-19,SH001,Belet Weyne,Shabelle,0.96,SO2001,SO20,223189,sh001,snrfa_level_data.csv
2026-03-18,SH001,Belet Weyne,Shabelle,0.96,SO2001,SO20,223182,sh001,snrfa_level_data.csv
2026-03-17,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223175,sh001,snrfa_level_data.csv
2026-03-16,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223168,sh001,snrfa_level_data.csv
2026-03-15,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223161,sh001,snrfa_level_data.csv
2026-03-14,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223154,sh001,snrfa_level_data.csv
2026-03-13,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223147,sh001,snrfa_level_data.csv
2026-03-12,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223140,sh001,snrfa_level_data.csv
2026-03-11,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223133,sh001,snrfa_level_data.csv
2026-03-10,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223126,sh001,snrfa_level_data.csv
2026-03-09,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223119,sh001,snrfa_level_data.csv
2026-03-08,SH001,Belet Weyne,Shabelle,1.05,SO2001,SO20,223112,sh001,snrfa_level_data.csv
2026-03-07,SH001,Belet Weyne,Shabelle,,SO2001,SO20,223105,sh001,snrfa_level_data.csv
2026-03-06,SH001,Belet Weyne,Shabelle,1.05,SO2001,SO20,223098,sh001,snrfa_level_data.csv
2026-03-05,SH001,Belet Weyne,Shabelle,1.1,SO2001,SO20,223091,sh001,snrfa_level_data.csv
2026-03-04,SH001,Belet Weyne,Shabelle,1.1,SO2001,SO20,223084,sh001,snrfa_level_data.csv
2026-03-03,SH001,Belet Weyne,Shabelle,,SO2001,SO20,223077,sh001,snrfa_level_data.csv
2026-03-02,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,223070,sh001,snrfa_level_data.csv
2026-03-01,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,223063,sh001,snrfa_level_data.csv
2026-02-28,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,223056,sh001,snrfa_level_data.csv
2026-02-27,SH001,Belet Weyne,Shabelle,1.15,SO2001,SO20,223049,sh001,snrfa_level_data.csv
2026-02-26,SH001,Belet Weyne,Shabelle,1.15,SO2001,SO20,223042,sh001,snrfa_level_data.csv
2026-02-25,SH001,Belet Weyne,Shabelle,1.15,SO2001,SO20,223035,sh001,snrfa_level_data.csv
2026-02-24,SH001,Belet Weyne,Shabelle,1.2,SO2001,SO20,223028,sh001,snrfa_level_data.csv
2026-02-23,SH001,Belet Weyne,Shabelle,1.2,SO2001,SO20,223021,sh001,snrfa_level_data.csv
2026-02-22,SH001,Belet Weyne,Shabelle,1.1,SO2001,SO20,223014,sh001,snrfa_level_data.csv
2026-02-21,SH001,Belet Weyne,Shabelle,0.95,SO2001,SO20,223007,sh001,snrfa_level_data.csv
2026-02-20,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,223000,sh001,snrfa_level_data.csv
2026-02-19,SH001,Belet Weyne,Shabelle,,SO2001,SO20,222993,sh001,snrfa_level_data.csv
2026-02-18,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,222986,sh001,snrfa_level_data.csv
2026-02-17,SH001,Belet Weyne,Shabelle,,SO2001,SO20,222979,sh001,snrfa_level_data.csv
2026-02-16,SH001,Belet Weyne,Shabelle,1.0,SO2001,SO20,222972,sh001,snrfa_level_data.csv
2026-02-15,SH001,Belet Weyne,Shabelle,1.04,SO2001,SO20,222965,sh001,snrfa_level_data.csv
2026-02-14,SH001,Belet Weyne,Shabelle,1.04,SO2001,SO20,222958,sh001,snrfa_level_data.csv
2026-02-13,SH001,Belet Weyne,Shabelle,1.04,SO2001,SO20,222951,sh001,snrfa_level_data.csv
2026-02-12,SH001,Belet Weyne,Shabelle,1.04,SO2001,SO20,222944,sh001,snrfa_level_data.csv
2026-02-11,SH001,Belet Weyne,Shabelle,1.04,SO2001,SO20,222937,sh001,snrfa_level_data.csv
2026-02-10,SH001,Belet Weyne,Shabelle,1.06,SO2001,SO20,222930,sh001,snrfa_level_data.csv
2026-02-09,SH001,Belet Weyne,Shabelle,1.06,SO2001,SO20,222923,sh001,snrfa_level_data.csv
2026-02-08,SH001,Belet Weyne,Shabelle,1.1,SO2001,SO20,222916,sh001,snrfa_level_data.csv
2026-02-07,SH001,Belet Weyne,Shabelle,1.1,SO2001,SO20,222909,sh001,snrfa_level_data.csv
2026-02-06,SH001,Belet Weyne,Shabelle,1.1,SO2001,SO20,222902,sh001,snrfa_level_data.csv
2026-02-05,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,222895,sh001,snrfa_level_data.csv
2026-02-04,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,222888,sh001,snrfa_level_data.csv
2026-02-03,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,222881,sh001,snrfa_level_data.csv
2026-02-02,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,222874,sh001,snrfa_level_data.csv
2026-02-01,SH001,Belet Weyne,Shabelle,1.12,SO2001,SO20,222867,sh001,snrfa_level_data.csv
2026-01-31,SH001,Belet Weyne,Shabelle,,SO2001,SO20,222860,sh001,snrfa_level_data.csv
2026-01-30,SH001,Belet Weyne,Shabelle,1.15,SO2001,SO20,222853,sh001,snrfa_level_data.csv
2026-01-29,SH001,Belet Weyne,Shabelle,1.15,SO2001,SO20,222846,sh001,snrfa_level_data.csv
2026-01-28,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222839,sh001,snrfa_level_data.csv
2026-01-27,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222832,sh001,snrfa_level_data.csv
2026-01-26,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222825,sh001,snrfa_level_data.csv
2026-01-25,SH001,Belet Weyne,Shabelle,1.2,SO2001,SO20,222818,sh001,snrfa_level_data.csv
2026-01-24,SH001,Belet Weyne,Shabelle,1.2,SO2001,SO20,222811,sh001,snrfa_level_data.csv
2026-01-23,SH001,Belet Weyne,Shabelle,1.2,SO2001,SO20,222804,sh001,snrfa_level_data.csv
2026-01-22,SH001,Belet Weyne,Shabelle,1.2,SO2001,SO20,222797,sh001,snrfa_level_data.csv
2026-01-21,SH001,Belet Weyne,Shabelle,1.22,SO2001,SO20,222790,sh001,snrfa_level_data.csv
2026-01-20,SH001,Belet Weyne,Shabelle,1.48,SO2001,SO20,222783,sh001,snrfa_level_data.csv
2026-01-19,SH001,Belet Weyne,Shabelle,1.22,SO2001,SO20,222776,sh001,snrfa_level_data.csv
2026-01-18,SH001,Belet Weyne,Shabelle,1.22,SO2001,SO20,222769,sh001,snrfa_level_data.csv
2026-01-17,SH001,Belet Weyne,Shabelle,1.25,SO2001,SO20,222762,sh001,snrfa_level_data.csv
2026-01-16,SH001,Belet Weyne,Shabelle,1.27,SO2001,SO20,222755,sh001,snrfa_level_data.csv
2026-01-15,SH001,Belet Weyne,Shabelle,1.3,SO2001,SO20,222748,sh001,snrfa_level_data.csv
2026-01-14,SH001,Belet Weyne,Shabelle,1.3,SO2001,SO20,222741,sh001,snrfa_level_data.csv
2026-01-13,SH001,Belet Weyne,Shabelle,1.3,SO2001,SO20,222734,sh001,snrfa_level_data.csv
2026-01-12,SH001,Belet Weyne,Shabelle,1.33,SO2001,SO20,222727,sh001,snrfa_level_data.csv
2026-01-11,SH001,Belet Weyne,Shabelle,1.33,SO2001,SO20,222720,sh001,snrfa_level_data.csv
2026-01-10,SH001,Belet Weyne,Shabelle,1.33,SO2001,SO20,222713,sh001,snrfa_level_data.csv
2026-01-09,SH001,Belet Weyne,Shabelle,1.36,SO2001,SO20,222706,sh001,snrfa_level_data.csv
2026-01-08,SH001,Belet Weyne,Shabelle,1.36,SO2001,SO20,222699,sh001,snrfa_level_data.csv
2026-01-07,SH001,Belet Weyne,Shabelle,1.36,SO2001,SO20,222692,sh001,snrfa_level_data.csv
2026-01-06,SH001,Belet Weyne,Shabelle,1.36,SO2001,SO20,222685,sh001,snrfa_level_data.csv
2026-01-05,SH001,Belet Weyne,Shabelle,1.16,SO2001,SO20,222678,sh001,snrfa_level_data.csv
2026-01-04,SH001,Belet Weyne,Shabelle,1.16,SO2001,SO20,222671,sh001,snrfa_level_data.csv
2026-01-03,SH001,Belet Weyne,Shabelle,1.16,SO2001,SO20,222664,sh001,snrfa_level_data.csv
2026-01-02,SH001,Belet Weyne,Shabelle,1.16,SO2001,SO20,222657,sh001,snrfa_level_data.csv
2026-01-01,SH001,Belet Weyne,Shabelle,1.16,SO2001,SO20,222650,sh001,snrfa_level_data.csv
2025-12-31,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222643,sh001,snrfa_level_data.csv
2025-12-30,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222636,sh001,snrfa_level_data.csv
2025-12-29,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222629,sh001,snrfa_level_data.csv
2025-12-28,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222622,sh001,snrfa_level_data.csv
2025-12-27,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222615,sh001,snrfa_level_data.csv
2025-12-26,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222608,sh001,snrfa_level_data.csv
2025-12-25,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222601,sh001,snrfa_level_data.csv
2025-12-24,SH001,Belet Weyne,Shabelle,1.18,SO2001,SO20,222594,sh001,snrfa_level_data.csv
