-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MAX
-1.7975103014118005e-13,51.875,2025,5,26.31
0.5,46.875,2025,5,26.57
0.5,47.5,2025,5,26.47
0.5,48.125,2025,5,26.29
0.5,48.75,2025,5,26.23
0.5,49.375,2025,5,26.07
0.5,50.0,2025,5,26.0
0.5,50.625,2025,5,25.97
0.5,51.25,2025,5,26.07
0.5,51.875,2025,5,26.25
1.0,46.875,2025,5,26.44
1.0,47.5,2025,5,26.45
1.0,48.125,2025,5,26.24
1.0,48.75,2025,5,26.08
1.0,49.375,2025,5,25.97
1.0,50.0,2025,5,25.93
1.0,50.625,2025,5,25.96
1.0,51.25,2025,5,26.05
1.0,51.875,2025,5,26.31
1.5,46.875,2025,5,26.32
1.5,47.5,2025,5,26.43
1.5,48.125,2025,5,26.31
1.5,48.75,2025,5,26.13
1.5,49.375,2025,5,26.0
1.5,50.0,2025,5,25.93
1.5,50.625,2025,5,25.92
1.5,51.25,2025,5,26.01
1.5,51.875,2025,5,26.29
2.0,46.875,2025,5,26.22
2.0,47.5,2025,5,26.37
2.0,48.125,2025,5,26.37
2.0,48.75,2025,5,26.17
2.0,49.375,2025,5,26.13
2.0,50.0,2025,5,26.04
2.0,50.625,2025,5,25.94
2.0,51.25,2025,5,25.98
2.0,51.875,2025,5,26.23
2.5,46.875,2025,5,26.12
2.5,47.5,2025,5,26.23
2.5,48.125,2025,5,26.27
2.5,48.75,2025,5,26.18
2.5,49.375,2025,5,26.13
2.5,50.0,2025,5,26.1
2.5,50.625,2025,5,26.0
2.5,51.25,2025,5,25.9
2.5,51.875,2025,5,26.2
3.0,46.875,2025,5,27.17
3.0,47.5,2025,5,26.12
3.0,48.125,2025,5,26.14
3.0,48.75,2025,5,26.09
3.0,49.375,2025,5,26.06
3.0,50.0,2025,5,26.1
3.0,50.625,2025,5,26.05
3.0,51.25,2025,5,25.95
3.0,51.875,2025,5,26.14
3.5,46.875,2025,5,31.31
3.5,47.5,2025,5,26.5
3.5,48.125,2025,5,26.19
3.5,48.75,2025,5,26.06
3.5,49.375,2025,5,26.04
3.5,50.0,2025,5,26.02
3.5,50.625,2025,5,26.08
3.5,51.25,2025,5,26.03
3.5,51.875,2025,5,26.21
4.0,46.875,2025,5,33.06
4.0,47.5,2025,5,29.08
4.0,48.125,2025,5,26.19
4.0,48.75,2025,5,26.17
4.0,49.375,2025,5,25.98
4.0,50.0,2025,5,26.06
4.0,50.625,2025,5,26.12
4.0,51.25,2025,5,26.08
4.0,51.875,2025,5,26.26
4.5,46.875,2025,5,33.05
4.5,47.5,2025,5,31.16
4.5,48.125,2025,5,27.06
4.5,48.75,2025,5,26.18
4.5,49.375,2025,5,26.0
4.5,50.0,2025,5,26.04
4.5,50.625,2025,5,26.12
4.5,51.25,2025,5,26.12
4.5,51.875,2025,5,26.25
5.0,46.875,2025,5,33.16
5.0,47.5,2025,5,31.97
5.0,48.125,2025,5,29.15
5.0,48.75,2025,5,26.0
5.0,49.375,2025,5,26.03
5.0,50.0,2025,5,25.98
5.0,50.625,2025,5,26.06
5.0,51.25,2025,5,26.01
5.0,51.875,2025,5,26.14
-2.0,46.875,2025,6,27.44
-2.0,47.5,2025,6,27.46
-2.0,48.125,2025,6,27.42
-2.0,48.75,2025,6,27.54
-2.0,49.375,2025,6,27.23
-2.0,50.0,2025,6,27.24
-2.0,50.625,2025,6,27.28
-2.0,51.25,2025,6,27.43
-2.0,51.875,2025,6,27.43
-1.5,46.875,2025,6,27.13
-1.5,47.5,2025,6,27.2
-1.5,48.125,2025,6,27.2
-1.5,48.75,2025,6,27.27
-1.5,49.375,2025,6,27.17
-1.5,50.0,2025,6,27.1
-1.5,50.625,2025,6,27.16
-1.5,51.25,2025,6,27.3
-1.5,51.875,2025,6,27.31
-1.0,46.875,2025,6,26.94
-1.0,47.5,2025,6,26.95
-1.0,48.125,2025,6,26.97
-1.0,48.75,2025,6,27.11
-1.0,49.375,2025,6,27.05
-1.0,50.0,2025,6,26.94
-1.0,50.625,2025,6,26.96
-1.0,51.25,2025,6,27.03
-1.0,51.875,2025,6,27.06
-0.5,46.875,2025,6,26.82
-0.5,47.5,2025,6,26.8
-0.5,48.125,2025,6,26.85
-0.5,48.75,2025,6,26.83
-0.5,49.375,2025,6,26.81
-0.5,50.0,2025,6,26.72
-0.5,50.625,2025,6,26.75
-0.5,51.25,2025,6,26.9
-0.5,51.875,2025,6,26.89
-1.7975103014118005e-13,46.875,2025,6,26.66
-1.7975103014118005e-13,47.5,2025,6,26.62
-1.7975103014118005e-13,48.125,2025,6,26.64
-1.7975103014118005e-13,48.75,2025,6,26.65
-1.7975103014118005e-13,49.375,2025,6,26.62
-1.7975103014118005e-13,50.0,2025,6,26.57
-1.7975103014118005e-13,50.625,2025,6,26.57
