-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MAX
5.5,51.875,2025,40,26.61
6.0,46.875,2025,40,35.96
6.0,47.5,2025,40,35.3
6.0,48.125,2025,40,34.62
6.0,48.75,2025,40,30.99
6.0,49.375,2025,40,25.59
6.0,50.0,2025,40,26.0
6.0,50.625,2025,40,26.33
6.0,51.25,2025,40,26.45
6.0,51.875,2025,40,26.43
6.5,46.875,2025,40,35.9
6.5,47.5,2025,40,35.18
6.5,48.125,2025,40,34.49
6.5,48.75,2025,40,32.29
6.5,49.375,2025,40,26.55
6.5,50.0,2025,40,25.85
6.5,50.625,2025,40,26.17
6.5,51.25,2025,40,26.34
6.5,51.875,2025,40,26.32
7.0,46.875,2025,40,36.23
7.0,47.5,2025,40,35.66
7.0,48.125,2025,40,35.09
7.0,48.75,2025,40,33.62
7.0,49.375,2025,40,28.52
7.0,50.0,2025,40,25.79
7.0,50.625,2025,40,26.04
7.0,51.25,2025,40,26.22
7.0,51.875,2025,40,26.28
7.5,46.875,2025,40,36.44
7.5,47.5,2025,40,35.96
7.5,48.125,2025,40,35.07
7.5,48.75,2025,40,33.99
7.5,49.375,2025,40,31.38
7.5,50.0,2025,40,25.77
7.5,50.625,2025,40,25.95
7.5,51.25,2025,40,26.15
7.5,51.875,2025,40,26.35
8.0,46.875,2025,40,35.63
8.0,47.5,2025,40,34.49
8.0,48.125,2025,40,33.65
8.0,48.75,2025,40,33.63
8.0,49.375,2025,40,32.96
8.0,50.0,2025,40,27.27
8.0,50.625,2025,40,25.61
8.0,51.25,2025,40,26.04
8.0,51.875,2025,40,26.26
8.5,46.875,2025,40,33.8
8.5,47.5,2025,40,33.71
8.5,48.125,2025,40,33.74
8.5,48.75,2025,40,34.04
8.5,49.375,2025,40,33.59
8.5,50.0,2025,40,31.31
8.5,50.625,2025,40,25.12
8.5,51.25,2025,40,25.83
8.5,51.875,2025,40,26.18
9.0,46.875,2025,40,34.62
9.0,47.5,2025,40,34.96
9.0,48.125,2025,40,34.96
9.0,48.75,2025,40,34.02
9.0,49.375,2025,40,33.26
9.0,50.0,2025,40,32.56
9.0,50.625,2025,40,26.98
9.0,51.25,2025,40,25.58
9.0,51.875,2025,40,25.91
9.5,46.875,2025,40,33.84
9.5,47.5,2025,40,34.93
9.5,48.125,2025,40,34.48
9.5,48.75,2025,40,33.45
9.5,49.375,2025,40,32.91
9.5,50.0,2025,40,32.85
9.5,50.625,2025,40,30.4
9.5,51.25,2025,40,25.25
9.5,51.875,2025,40,25.77
10.0,46.875,2025,40,30.49
10.0,47.5,2025,40,33.65
10.0,48.125,2025,40,33.59
10.0,48.75,2025,40,32.62
10.0,49.375,2025,40,32.59
10.0,50.0,2025,40,32.98
10.0,50.625,2025,40,30.99
10.0,51.25,2025,40,25.18
10.0,51.875,2025,40,25.44
10.5,46.875,2025,40,27.98
10.5,47.5,2025,40,29.51
10.5,48.125,2025,40,30.92
10.5,48.75,2025,40,31.57
10.5,49.375,2025,40,33.04
10.5,50.0,2025,40,33.32
10.5,50.625,2025,40,31.54
10.5,51.25,2025,40,27.1
10.5,51.875,2025,40,25.28
11.0,46.875,2025,40,26.49
11.0,47.5,2025,40,27.28
11.0,48.125,2025,40,27.11
11.0,48.75,2025,40,30.67
11.0,49.375,2025,40,30.79
11.0,50.0,2025,40,31.77
11.0,50.625,2025,40,32.01
11.0,51.25,2025,40,26.95
11.0,51.875,2025,40,25.18
11.5,46.875,2025,40,24.76
11.5,47.5,2025,40,24.59
11.5,48.125,2025,40,24.32
11.5,48.75,2025,40,24.83
11.5,49.375,2025,40,25.57
11.5,50.0,2025,40,27.21
11.5,50.625,2025,40,31.38
11.5,51.25,2025,40,26.6
11.5,51.875,2025,40,24.75
12.0,46.875,2025,40,24.71
12.0,47.5,2025,40,24.37
12.0,48.125,2025,40,24.31
12.0,48.75,2025,40,24.12
12.0,49.375,2025,40,23.92
12.0,50.0,2025,40,23.95
12.0,50.625,2025,40,26.56
12.0,51.25,2025,40,25.7
12.0,51.875,2025,40,24.37
12.5,46.875,2025,40,24.6
12.5,47.5,2025,40,24.24
12.5,48.125,2025,40,23.56
12.5,48.75,2025,40,23.57
12.5,49.375,2025,40,23.34
12.5,50.0,2025,40,23.43
12.5,50.625,2025,40,23.44
12.5,51.25,2025,40,23.52
12.5,51.875,2025,40,23.81
5.5,46.875,2025,41,36.83
5.5,47.5,2025,41,36.56
5.5,48.125,2025,41,34.52
5.5,48.75,2025,41,28.85
5.5,49.375,2025,41,26.34
5.5,50.0,2025,41,26.44
5.5,50.625,2025,41,26.59
5.5,51.25,2025,41,26.69
5.5,51.875,2025,41,26.68
6.0,46.875,2025,41,36.44
6.0,47.5,2025,41,36.07
6.0,48.125,2025,41,35.39
6.0,48.75,2025,41,31.82
6.0,49.375,2025,41,26.67
6.0,50.0,2025,41,26.44
6.0,50.625,2025,41,26.59
6.0,51.25,2025,41,26.66
6.0,51.875,2025,41,26.66
6.5,46.875,2025,41,36.27
6.5,47.5,2025,41,35.98
6.5,48.125,2025,41,35.3
6.5,48.75,2025,41,33.04
6.5,49.375,2025,41,27.74
6.5,50.0,2025,41,26.34
6.5,50.625,2025,41,26.52
6.5,51.25,2025,41,26.63
6.5,51.875,2025,41,26.67
7.0,46.875,2025,41,36.21
7.0,47.5,2025,41,36.18
7.0,48.125,2025,41,35.74
7.0,48.75,2025,41,34.24
7.0,49.375,2025,41,29.42
7.0,50.0,2025,41,26.28
7.0,50.625,2025,41,26.48
7.0,51.25,2025,41,26.55
7.0,51.875,2025,41,26.64
7.5,46.875,2025,41,36.23
7.5,47.5,2025,41,36.12
7.5,48.125,2025,41,35.28
7.5,48.75,2025,41,34.38
7.5,49.375,2025,41,31.82
7.5,50.0,2025,41,26.77
7.5,50.625,2025,41,26.31
7.5,51.25,2025,41,26.41
7.5,51.875,2025,41,26.56
8.0,46.875,2025,41,35.38
8.0,47.5,2025,41,34.22
8.0,48.125,2025,41,33.62
8.0,48.75,2025,41,33.67
8.0,49.375,2025,41,32.88
8.0,50.0,2025,41,28.03
8.0,50.625,2025,41,26.13
8.0,51.25,2025,41,26.31
8.0,51.875,2025,41,26.36
8.5,46.875,2025,41,33.29
8.5,47.5,2025,41,33.21
8.5,48.125,2025,41,33.4
8.5,48.75,2025,41,34.08
8.5,49.375,2025,41,33.53
8.5,50.0,2025,41,31.13
8.5,50.625,2025,41,26.01
8.5,51.25,2025,41,26.37
8.5,51.875,2025,41,26.38
9.0,46.875,2025,41,34.23
9.0,47.5,2025,41,34.4
9.0,48.125,2025,41,34.02
9.0,48.75,2025,41,33.43
9.0,49.375,2025,41,32.91
9.0,50.0,2025,41,32.14
9.0,50.625,2025,41,27.92
9.0,51.25,2025,41,26.14
9.0,51.875,2025,41,26.38
9.5,46.875,2025,41,33.9
9.5,47.5,2025,41,34.1
9.5,48.125,2025,41,33.16
9.5,48.75,2025,41,32.38
9.5,49.375,2025,41,32.33
9.5,50.0,2025,41,32.05
9.5,50.625,2025,41,30.02
9.5,51.25,2025,41,25.95
9.5,51.875,2025,41,26.13
10.0,46.875,2025,41,32.05
10.0,47.5,2025,41,32.42
10.0,48.125,2025,41,32.11
10.0,48.75,2025,41,31.63
10.0,49.375,2025,41,31.81
10.0,50.0,2025,41,31.91
10.0,50.625,2025,41,30.49
10.0,51.25,2025,41,26.35
10.0,51.875,2025,41,25.94
10.5,46.875,2025,41,29.49
10.5,47.5,2025,41,29.91
10.5,48.125,2025,41,30.37
10.5,48.75,2025,41,31.42
10.5,49.375,2025,41,32.93
10.5,50.0,2025,41,32.1
10.5,50.625,2025,41,30.92
10.5,51.25,2025,41,27.63
10.5,51.875,2025,41,25.82
11.0,46.875,2025,41,27.02
11.0,47.5,2025,41,28.43
11.0,48.125,2025,41,29.15
11.0,48.75,2025,41,30.59
11.0,49.375,2025,41,31.35
11.0,50.0,2025,41,31.49
11.0,50.625,2025,41,30.2
11.0,51.25,2025,41,27.24
11.0,51.875,2025,41,25.85
11.5,46.875,2025,41,24.67
11.5,47.5,2025,41,24.8
11.5,48.125,2025,41,24.69
11.5,48.75,2025,41,25.01
11.5,49.375,2025,41,26.02
11.5,50.0,2025,41,28.17
11.5,50.625,2025,41,30.29
11.5,51.25,2025,41,26.52
11.5,51.875,2025,41,25.7
12.0,46.875,2025,41,24.58
12.0,47.5,2025,41,24.58
12.0,48.125,2025,41,24.67
12.0,48.75,2025,41,24.73
12.0,49.375,2025,41,24.88
12.0,50.0,2025,41,24.9
12.0,50.625,2025,41,27.04
12.0,51.25,2025,41,25.92
12.0,51.875,2025,41,25.38
12.5,46.875,2025,41,24.48
12.5,47.5,2025,41,24.3
12.5,48.125,2025,41,24.39
12.5,48.75,2025,41,24.59
12.5,49.375,2025,41,24.7
12.5,50.0,2025,41,24.84
12.5,50.625,2025,41,25.0
12.5,51.25,2025,41,25.03
12.5,51.875,2025,41,24.97
5.5,46.875,2025,42,35.17
5.5,47.5,2025,42,34.31
5.5,48.125,2025,42,32.72
5.5,48.75,2025,42,28.51
5.5,49.375,2025,42,26.65
5.5,50.0,2025,42,26.89
5.5,50.625,2025,42,27.04
5.5,51.25,2025,42,27.13
5.5,51.875,2025,42,27.14
6.0,46.875,2025,42,35.45
6.0,47.5,2025,42,34.45
6.0,48.125,2025,42,33.58
6.0,48.75,2025,42,30.79
6.0,49.375,2025,42,26.62
6.0,50.0,2025,42,26.83
6.0,50.625,2025,42,26.99
6.0,51.25,2025,42,27.03
6.0,51.875,2025,42,27.02
6.5,46.875,2025,42,35.75
6.5,47.5,2025,42,35.05
6.5,48.125,2025,42,34.0
6.5,48.75,2025,42,32.04
6.5,49.375,2025,42,27.43
6.5,50.0,2025,42,26.7
6.5,50.625,2025,42,26.86
6.5,51.25,2025,42,26.93
6.5,51.875,2025,42,26.91
7.0,46.875,2025,42,36.25
7.0,47.5,2025,42,35.8
7.0,48.125,2025,42,35.03
7.0,48.75,2025,42,33.21
7.0,49.375,2025,42,28.93
7.0,50.0,2025,42,26.61
7.0,50.625,2025,42,26.65
7.0,51.25,2025,42,26.72
7.0,51.875,2025,42,26.87
7.5,46.875,2025,42,36.08
7.5,47.5,2025,42,35.66
7.5,48.125,2025,42,34.61
7.5,48.75,2025,42,33.3
7.5,49.375,2025,42,30.71
7.5,50.0,2025,42,26.87
7.5,50.625,2025,42,26.56
7.5,51.25,2025,42,26.66
7.5,51.875,2025,42,26.86
8.0,46.875,2025,42,34.94
8.0,47.5,2025,42,33.9
8.0,48.125,2025,42,33.22
8.0,48.75,2025,42,32.95
8.0,49.375,2025,42,31.73
8.0,50.0,2025,42,27.78
8.0,50.625,2025,42,26.2
8.0,51.25,2025,42,26.43
8.0,51.875,2025,42,26.63
8.5,46.875,2025,42,33.15
8.5,47.5,2025,42,33.38
8.5,48.125,2025,42,33.55
8.5,48.75,2025,42,33.45
8.5,49.375,2025,42,32.05
8.5,50.0,2025,42,29.91
8.5,50.625,2025,42,26.13
8.5,51.25,2025,42,26.39
8.5,51.875,2025,42,26.62
9.0,46.875,2025,42,34.43
9.0,47.5,2025,42,34.55
9.0,48.125,2025,42,33.63
9.0,48.75,2025,42,32.75
9.0,49.375,2025,42,31.56
9.0,50.0,2025,42,30.4
9.0,50.625,2025,42,27.24
9.0,51.25,2025,42,26.33
9.0,51.875,2025,42,26.5
9.5,46.875,2025,42,33.83
9.5,47.5,2025,42,33.86
9.5,48.125,2025,42,32.31
9.5,48.75,2025,42,31.45
9.5,49.375,2025,42,31.12
9.5,50.0,2025,42,30.32
9.5,50.625,2025,42,28.86
9.5,51.25,2025,42,26.32
9.5,51.875,2025,42,26.36
10.0,46.875,2025,42,32.61
10.0,47.5,2025,42,31.55
10.0,48.125,2025,42,31.23
10.0,48.75,2025,42,30.24
10.0,49.375,2025,42,30.8
10.0,50.0,2025,42,30.36
10.0,50.625,2025,42,29.12
10.0,51.25,2025,42,26.32
10.0,51.875,2025,42,26.34
10.5,46.875,2025,42,31.09
10.5,47.5,2025,42,29.3
10.5,48.125,2025,42,29.38
10.5,48.75,2025,42,31.02
10.5,49.375,2025,42,32.19
10.5,50.0,2025,42,30.09
10.5,50.625,2025,42,29.76
10.5,51.25,2025,42,27.35
10.5,51.875,2025,42,26.13
11.0,46.875,2025,42,28.61
11.0,47.5,2025,42,30.71
11.0,48.125,2025,42,30.09
11.0,48.75,2025,42,31.49
11.0,49.375,2025,42,31.7
11.0,50.0,2025,42,29.51
11.0,50.625,2025,42,29.13
11.0,51.25,2025,42,27.02
11.0,51.875,2025,42,25.91
11.5,46.875,2025,42,25.59
11.5,47.5,2025,42,25.56
11.5,48.125,2025,42,25.62
11.5,48.75,2025,42,26.18
11.5,49.375,2025,42,27.13
11.5,50.0,2025,42,28.7
11.5,50.625,2025,42,29.33
11.5,51.25,2025,42,26.22
11.5,51.875,2025,42,25.82
12.0,46.875,2025,42,25.5
12.0,47.5,2025,42,25.47
12.0,48.125,2025,42,25.48
12.0,48.75,2025,42,25.28
12.0,49.375,2025,42,25.42
12.0,50.0,2025,42,25.93
12.0,50.625,2025,42,27.51
12.0,51.25,2025,42,25.89
12.0,51.875,2025,42,25.66
12.5,46.875,2025,42,25.32
12.5,47.5,2025,42,25.27
12.5,48.125,2025,42,25.3
12.5,48.75,2025,42,25.38
12.5,49.375,2025,42,25.17
12.5,50.0,2025,42,25.21
12.5,50.625,2025,42,25.31
12.5,51.25,2025,42,25.37
12.5,51.875,2025,42,25.41
5.5,46.875,2025,43,35.54
5.5,47.5,2025,43,35.2
5.5,48.125,2025,43,32.95
5.5,48.75,2025,43,28.45
5.5,49.375,2025,43,26.47
5.5,50.0,2025,43,26.63
5.5,50.625,2025,43,26.61
5.5,51.25,2025,43,26.68
5.5,51.875,2025,43,26.76
6.0,46.875,2025,43,35.04
6.0,47.5,2025,43,34.68
6.0,48.125,2025,43,33.66
6.0,48.75,2025,43,30.63
6.0,49.375,2025,43,26.52
6.0,50.0,2025,43,26.64
6.0,50.625,2025,43,26.67
6.0,51.25,2025,43,26.7
6.0,51.875,2025,43,26.72
6.5,46.875,2025,43,34.79
6.5,47.5,2025,43,34.4
6.5,48.125,2025,43,33.59
6.5,48.75,2025,43,31.56
6.5,49.375,2025,43,27.34
6.5,50.0,2025,43,26.49
6.5,50.625,2025,43,26.73
6.5,51.25,2025,43,26.73
6.5,51.875,2025,43,26.74
7.0,46.875,2025,43,34.83
7.0,47.5,2025,43,34.61
7.0,48.125,2025,43,34.01
7.0,48.75,2025,43,32.49
7.0,49.375,2025,43,28.63
7.0,50.0,2025,43,26.29
7.0,50.625,2025,43,26.59
7.0,51.25,2025,43,26.73
7.0,51.875,2025,43,26.81
7.5,46.875,2025,43,34.67
7.5,47.5,2025,43,34.36
7.5,48.125,2025,43,33.4
7.5,48.75,2025,43,32.21
7.5,49.375,2025,43,30.2
7.5,50.0,2025,43,26.56
7.5,50.625,2025,43,26.27
7.5,51.25,2025,43,26.54
7.5,51.875,2025,43,26.8
8.0,46.875,2025,43,33.84
8.0,47.5,2025,43,32.67
8.0,48.125,2025,43,32.09
8.0,48.75,2025,43,31.9
8.0,49.375,2025,43,31.01
8.0,50.0,2025,43,27.41
8.0,50.625,2025,43,26.1
8.0,51.25,2025,43,26.39
8.0,51.875,2025,43,26.63
8.5,46.875,2025,43,31.88
8.5,47.5,2025,43,32.0
8.5,48.125,2025,43,32.24
8.5,48.75,2025,43,32.4
8.5,49.375,2025,43,31.45
8.5,50.0,2025,43,29.66
8.5,50.625,2025,43,26.06
8.5,51.25,2025,43,26.2
8.5,51.875,2025,43,26.41
9.0,46.875,2025,43,33.03
9.0,47.5,2025,43,33.12
9.0,48.125,2025,43,32.43
9.0,48.75,2025,43,31.76
9.0,49.375,2025,43,30.92
9.0,50.0,2025,43,30.3
9.0,50.625,2025,43,27.27
9.0,51.25,2025,43,26.02
9.0,51.875,2025,43,26.2
9.5,46.875,2025,43,32.5
9.5,47.5,2025,43,32.8
9.5,48.125,2025,43,31.47
9.5,48.75,2025,43,30.63
9.5,49.375,2025,43,30.5
9.5,50.0,2025,43,30.19
9.5,50.625,2025,43,29.0
9.5,51.25,2025,43,25.85
9.5,51.875,2025,43,26.03
10.0,46.875,2025,43,32.49
10.0,47.5,2025,43,30.88
10.0,48.125,2025,43,30.62
10.0,48.75,2025,43,29.52
10.0,49.375,2025,43,30.2
10.0,50.0,2025,43,30.17
10.0,50.625,2025,43,29.3
10.0,51.25,2025,43,26.19
10.0,51.875,2025,43,25.89
10.5,46.875,2025,43,31.25
10.5,47.5,2025,43,29.5
10.5,48.125,2025,43,29.05
10.5,48.75,2025,43,30.18
10.5,49.375,2025,43,31.31
10.5,50.0,2025,43,29.88
10.5,50.625,2025,43,29.59
10.5,51.25,2025,43,27.52
10.5,51.875,2025,43,25.89
11.0,46.875,2025,43,28.23
11.0,47.5,2025,43,31.27
11.0,48.125,2025,43,30.38
11.0,48.75,2025,43,31.32
11.0,49.375,2025,43,31.3
11.0,50.0,2025,43,29.31
11.0,50.625,2025,43,28.77
11.0,51.25,2025,43,27.18
11.0,51.875,2025,43,25.9
11.5,46.875,2025,43,25.53
11.5,47.5,2025,43,25.77
11.5,48.125,2025,43,25.83
11.5,48.75,2025,43,26.18
11.5,49.375,2025,43,27.2
11.5,50.0,2025,43,28.39
11.5,50.625,2025,43,29.21
11.5,51.25,2025,43,26.43
11.5,51.875,2025,43,25.7
12.0,46.875,2025,43,25.5
12.0,47.5,2025,43,25.4
12.0,48.125,2025,43,25.35
12.0,48.75,2025,43,25.35
12.0,49.375,2025,43,25.49
12.0,50.0,2025,43,25.8
12.0,50.625,2025,43,27.4
12.0,51.25,2025,43,26.16
12.0,51.875,2025,43,25.79
12.5,46.875,2025,43,25.44
12.5,47.5,2025,43,25.34
12.5,48.125,2025,43,25.29
12.5,48.75,2025,43,25.27
12.5,49.375,2025,43,25.31
12.5,50.0,2025,43,25.33
12.5,50.625,2025,43,25.54
12.5,51.25,2025,43,25.66
12.5,51.875,2025,43,25.67
5.5,46.875,2025,44,35.85
5.5,47.5,2025,44,35.37
5.5,48.125,2025,44,33.31
5.5,48.75,2025,44,28.31
5.5,49.375,2025,44,26.13
5.5,50.0,2025,44,26.21
5.5,50.625,2025,44,26.26
5.5,51.25,2025,44,26.28
5.5,51.875,2025,44,26.4
6.0,46.875,2025,44,35.59
6.0,47.5,2025,44,35.07
6.0,48.125,2025,44,34.2
6.0,48.75,2025,44,30.86
6.0,49.375,2025,44,26.23
6.0,50.0,2025,44,26.07
6.0,50.625,2025,44,26.13
6.0,51.25,2025,44,26.3
6.0,51.875,2025,44,26.36
6.5,46.875,2025,44,35.53
6.5,47.5,2025,44,35.06
6.5,48.125,2025,44,34.13
6.5,48.75,2025,44,31.91
6.5,49.375,2025,44,27.18
6.5,50.0,2025,44,26.02
6.5,50.625,2025,44,26.14
6.5,51.25,2025,44,26.16
6.5,51.875,2025,44,26.18
7.0,46.875,2025,44,35.68
7.0,47.5,2025,44,35.34
7.0,48.125,2025,44,34.71
7.0,48.75,2025,44,33.09
7.0,49.375,2025,44,28.67
7.0,50.0,2025,44,25.93
7.0,50.625,2025,44,26.12
7.0,51.25,2025,44,26.16
7.0,51.875,2025,44,26.16
7.5,46.875,2025,44,35.64
7.5,47.5,2025,44,35.21
7.5,48.125,2025,44,34.32
7.5,48.75,2025,44,33.13
7.5,49.375,2025,44,30.58
7.5,50.0,2025,44,26.48
7.5,50.625,2025,44,26.09
7.5,51.25,2025,44,26.19
7.5,51.875,2025,44,26.15
8.0,46.875,2025,44,34.73
8.0,47.5,2025,44,33.49
8.0,48.125,2025,44,32.82
8.0,48.75,2025,44,32.43
8.0,49.375,2025,44,31.49
8.0,50.0,2025,44,27.56
8.0,50.625,2025,44,26.14
8.0,51.25,2025,44,26.24
8.0,51.875,2025,44,26.3
8.5,46.875,2025,44,32.67
8.5,47.5,2025,44,32.48
8.5,48.125,2025,44,32.64
8.5,48.75,2025,44,32.92
8.5,49.375,2025,44,32.09
8.5,50.0,2025,44,29.81
8.5,50.625,2025,44,26.17
8.5,51.25,2025,44,26.44
8.5,51.875,2025,44,26.36
9.0,46.875,2025,44,33.4
9.0,47.5,2025,44,33.48
9.0,48.125,2025,44,33.12
9.0,48.75,2025,44,32.35
9.0,49.375,2025,44,31.62
9.0,50.0,2025,44,30.7
9.0,50.625,2025,44,27.53
9.0,51.25,2025,44,26.46
9.0,51.875,2025,44,26.6
9.5,46.875,2025,44,32.76
9.5,47.5,2025,44,33.1
9.5,48.125,2025,44,32.4
9.5,48.75,2025,44,31.51
9.5,49.375,2025,44,31.28
9.5,50.0,2025,44,30.65
9.5,50.625,2025,44,29.11
9.5,51.25,2025,44,26.41
9.5,51.875,2025,44,26.77
10.0,46.875,2025,44,32.7
10.0,47.5,2025,44,32.78
10.0,48.125,2025,44,31.7
10.0,48.75,2025,44,30.88
10.0,49.375,2025,44,30.83
10.0,50.0,2025,44,30.7
10.0,50.625,2025,44,29.52
10.0,51.25,2025,44,26.44
10.0,51.875,2025,44,26.35
10.5,46.875,2025,44,30.31
10.5,47.5,2025,44,30.01
10.5,48.125,2025,44,30.7
10.5,48.75,2025,44,30.99
10.5,49.375,2025,44,31.43
10.5,50.0,2025,44,30.78
10.5,50.625,2025,44,30.21
10.5,51.25,2025,44,27.74
10.5,51.875,2025,44,26.32
11.0,46.875,2025,44,28.14
11.0,47.5,2025,44,29.98
11.0,48.125,2025,44,30.88
11.0,48.75,2025,44,31.7
11.0,49.375,2025,44,31.31
11.0,50.0,2025,44,30.48
11.0,50.625,2025,44,29.14
11.0,51.25,2025,44,27.74
11.0,51.875,2025,44,26.07
11.5,46.875,2025,44,25.38
11.5,47.5,2025,44,25.51
11.5,48.125,2025,44,25.94
11.5,48.75,2025,44,26.06
11.5,49.375,2025,44,26.9
11.5,50.0,2025,44,28.84
11.5,50.625,2025,44,29.52
11.5,51.25,2025,44,26.92
11.5,51.875,2025,44,25.98
12.0,46.875,2025,44,25.25
12.0,47.5,2025,44,25.13
12.0,48.125,2025,44,25.15
12.0,48.75,2025,44,25.09
12.0,49.375,2025,44,24.93
12.0,50.0,2025,44,25.7
12.0,50.625,2025,44,27.83
12.0,51.25,2025,44,26.53
12.0,51.875,2025,44,25.88
12.5,46.875,2025,44,25.26
12.5,47.5,2025,44,25.01
12.5,48.125,2025,44,25.1
12.5,48.75,2025,44,25.16
12.5,49.375,2025,44,25.03
12.5,50.0,2025,44,24.9
12.5,50.625,2025,44,24.98
12.5,51.25,2025,44,25.1
12.5,51.875,2025,44,25.27
5.5,46.875,2025,45,35.9
5.5,47.5,2025,45,35.6
5.5,48.125,2025,45,33.66
5.5,48.75,2025,45,28.29
5.5,49.375,2025,45,26.22
5.5,50.0,2025,45,26.37
5.5,50.625,2025,45,26.47
5.5,51.25,2025,45,26.54
5.5,51.875,2025,45,26.54
6.0,46.875,2025,45,35.59
6.0,47.5,2025,45,35.21
6.0,48.125,2025,45,34.33
6.0,48.75,2025,45,30.94
6.0,49.375,2025,45,26.2
6.0,50.0,2025,45,26.29
6.0,50.625,2025,45,26.43
6.0,51.25,2025,45,26.52
6.0,51.875,2025,45,26.55
6.5,46.875,2025,45,35.55
6.5,47.5,2025,45,35.37
6.5,48.125,2025,45,34.38
6.5,48.75,2025,45,32.21
6.5,49.375,2025,45,27.19
6.5,50.0,2025,45,26.15
6.5,50.625,2025,45,26.37
6.5,51.25,2025,45,26.54
6.5,51.875,2025,45,26.63
7.0,46.875,2025,45,35.88
7.0,47.5,2025,45,35.85
7.0,48.125,2025,45,35.24
7.0,48.75,2025,45,33.64
7.0,49.375,2025,45,28.95
7.0,50.0,2025,45,25.97
7.0,50.625,2025,45,26.19
7.0,51.25,2025,45,26.42
7.0,51.875,2025,45,26.68
7.5,46.875,2025,45,35.82
7.5,47.5,2025,45,35.57
7.5,48.125,2025,45,34.76
7.5,48.75,2025,45,33.79
7.5,49.375,2025,45,31.14
7.5,50.0,2025,45,26.58
7.5,50.625,2025,45,26.02
7.5,51.25,2025,45,26.2
7.5,51.875,2025,45,26.44
8.0,46.875,2025,45,34.9
8.0,47.5,2025,45,33.65
8.0,48.125,2025,45,33.09
8.0,48.75,2025,45,33.1
8.0,49.375,2025,45,32.3
8.0,50.0,2025,45,27.88
8.0,50.625,2025,45,25.92
8.0,51.25,2025,45,26.13
8.0,51.875,2025,45,26.23
8.5,46.875,2025,45,33.01
8.5,47.5,2025,45,32.8
8.5,48.125,2025,45,33.19
8.5,48.75,2025,45,33.63
8.5,49.375,2025,45,32.74
8.5,50.0,2025,45,30.44
8.5,50.625,2025,45,25.93
8.5,51.25,2025,45,25.98
8.5,51.875,2025,45,26.14
9.0,46.875,2025,45,33.85
9.0,47.5,2025,45,34.12
9.0,48.125,2025,45,34.12
9.0,48.75,2025,45,33.32
9.0,49.375,2025,45,32.34
9.0,50.0,2025,45,31.24
9.0,50.625,2025,45,27.33
9.0,51.25,2025,45,25.79
9.0,51.875,2025,45,25.94
9.5,46.875,2025,45,33.6
9.5,47.5,2025,45,33.85
9.5,48.125,2025,45,33.29
9.5,48.75,2025,45,32.24
9.5,49.375,2025,45,31.8
9.5,50.0,2025,45,31.24
9.5,50.625,2025,45,29.26
9.5,51.25,2025,45,25.7
9.5,51.875,2025,45,25.84
10.0,46.875,2025,45,33.0
10.0,47.5,2025,45,33.29
10.0,48.125,2025,45,32.3
10.0,48.75,2025,45,31.19
10.0,49.375,2025,45,31.3
10.0,50.0,2025,45,31.19
10.0,50.625,2025,45,29.56
10.0,51.25,2025,45,25.97
10.0,51.875,2025,45,25.77
10.5,46.875,2025,45,29.57
10.5,47.5,2025,45,30.39
10.5,48.125,2025,45,30.71
10.5,48.75,2025,45,31.08
10.5,49.375,2025,45,32.38
10.5,50.0,2025,45,31.55
10.5,50.625,2025,45,30.1
10.5,51.25,2025,45,27.23
10.5,51.875,2025,45,25.78
11.0,46.875,2025,45,27.84
11.0,47.5,2025,45,28.79
11.0,48.125,2025,45,29.1
11.0,48.75,2025,45,31.23
11.0,49.375,2025,45,31.39
11.0,50.0,2025,45,30.91
11.0,50.625,2025,45,29.6
11.0,51.25,2025,45,27.25
11.0,51.875,2025,45,25.54
11.5,46.875,2025,45,25.16
11.5,47.5,2025,45,25.14
11.5,48.125,2025,45,25.08
11.5,48.75,2025,45,25.78
11.5,49.375,2025,45,26.8
11.5,50.0,2025,45,28.54
11.5,50.625,2025,45,29.82
11.5,51.25,2025,45,26.58
11.5,51.875,2025,45,25.41
12.0,46.875,2025,45,25.07
12.0,47.5,2025,45,25.08
12.0,48.125,2025,45,25.08
12.0,48.75,2025,45,24.97
12.0,49.375,2025,45,24.89
12.0,50.0,2025,45,25.55
12.0,50.625,2025,45,27.3
12.0,51.25,2025,45,25.96
12.0,51.875,2025,45,25.21
12.5,46.875,2025,45,25.03
12.5,47.5,2025,45,24.8
12.5,48.125,2025,45,24.85
12.5,48.75,2025,45,24.85
12.5,49.375,2025,45,24.57
12.5,50.0,2025,45,24.54
12.5,50.625,2025,45,24.68
12.5,51.25,2025,45,24.5
12.5,51.875,2025,45,24.63
5.5,46.875,2025,46,36.15
5.5,47.5,2025,46,35.84
5.5,48.125,2025,46,34.09
5.5,48.75,2025,46,28.53
5.5,49.375,2025,46,26.24
5.5,50.0,2025,46,26.62
5.5,50.625,2025,46,26.74
5.5,51.25,2025,46,26.65
