-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
5.5,41.25,2025,1,17.86
5.5,41.875,2025,1,19.54
5.5,42.5,2025,1,18.62
5.5,43.125,2025,1,17.97
5.5,43.75,2025,1,18.99
5.5,44.375,2025,1,19.87
5.5,45.0,2025,1,19.68
5.5,45.625,2025,1,19.22
5.5,46.25,2025,1,19.85
6.0,41.25,2025,1,17.32
6.0,41.875,2025,1,17.42
6.0,42.5,2025,1,17.82
6.0,43.125,2025,1,19.52
6.0,43.75,2025,1,18.89
6.0,44.375,2025,1,19.22
6.0,45.0,2025,1,19.29
6.0,45.625,2025,1,19.17
6.0,46.25,2025,1,19.86
6.5,41.25,2025,1,16.91
6.5,41.875,2025,1,17.11
6.5,42.5,2025,1,17.62
6.5,43.125,2025,1,17.68
6.5,43.75,2025,1,17.93
6.5,44.375,2025,1,18.25
6.5,45.0,2025,1,18.27
6.5,45.625,2025,1,18.75
6.5,46.25,2025,1,19.42
7.0,41.25,2025,1,16.93
7.0,41.875,2025,1,17.54
7.0,42.5,2025,1,15.9
7.0,43.125,2025,1,16.17
7.0,43.75,2025,1,15.95
7.0,44.375,2025,1,16.11
7.0,45.0,2025,1,16.46
7.0,45.625,2025,1,17.56
7.0,46.25,2025,1,18.5
7.5,41.25,2025,1,15.79
7.5,41.875,2025,1,16.7
7.5,42.5,2025,1,14.96
7.5,43.125,2025,1,14.62
7.5,43.75,2025,1,14.28
7.5,44.375,2025,1,14.38
7.5,45.0,2025,1,14.84
7.5,45.625,2025,1,15.81
7.5,46.25,2025,1,16.74
8.0,41.25,2025,1,13.12
8.0,41.875,2025,1,14.69
8.0,42.5,2025,1,14.61
8.0,43.125,2025,1,13.52
8.0,43.75,2025,1,13.51
8.0,44.375,2025,1,13.64
8.0,45.0,2025,1,14.07
8.0,45.625,2025,1,14.93
8.0,46.25,2025,1,16.11
8.5,41.25,2025,1,12.05
8.5,41.875,2025,1,13.43
8.5,42.5,2025,1,13.62
8.5,43.125,2025,1,13.59
8.5,43.75,2025,1,12.57
8.5,44.375,2025,1,12.71
8.5,45.0,2025,1,12.92
8.5,45.625,2025,1,13.93
8.5,46.25,2025,1,14.8
9.0,41.25,2025,1,10.08
9.0,41.875,2025,1,11.25
9.0,42.5,2025,1,13.14
9.0,43.125,2025,1,12.14
9.0,43.75,2025,1,11.44
9.0,44.375,2025,1,11.87
9.0,45.0,2025,1,12.36
9.0,45.625,2025,1,13.44
9.0,46.25,2025,1,14.15
9.5,41.25,2025,1,12.6
9.5,41.875,2025,1,9.85
9.5,42.5,2025,1,8.82
9.5,43.125,2025,1,9.48
9.5,43.75,2025,1,9.72
9.5,44.375,2025,1,11.04
9.5,45.0,2025,1,11.19
9.5,45.625,2025,1,13.14
9.5,46.25,2025,1,14.15
10.0,41.25,2025,1,17.3
10.0,41.875,2025,1,17.13
10.0,42.5,2025,1,14.53
10.0,43.125,2025,1,12.38
10.0,43.75,2025,1,14.35
10.0,44.375,2025,1,15.24
10.0,45.0,2025,1,13.65
10.0,45.625,2025,1,14.98
10.0,46.25,2025,1,14.18
10.5,41.25,2025,1,18.07
10.5,41.875,2025,1,17.56
10.5,42.5,2025,1,16.07
10.5,43.125,2025,1,15.33
10.5,43.75,2025,1,19.28
10.5,44.375,2025,1,23.11
10.5,45.0,2025,1,21.72
10.5,45.625,2025,1,20.25
10.5,46.25,2025,1,18.71
11.0,41.25,2025,1,19.32
11.0,41.875,2025,1,19.24
11.0,42.5,2025,1,17.5
11.0,43.125,2025,1,19.51
11.0,43.75,2025,1,22.92
11.0,44.375,2025,1,24.46
11.0,45.0,2025,1,24.29
11.0,45.625,2025,1,23.89
11.0,46.25,2025,1,23.54
11.5,41.25,2025,1,20.81
11.5,41.875,2025,1,20.86
11.5,42.5,2025,1,20.54
11.5,43.125,2025,1,22.3
11.5,43.75,2025,1,24.33
11.5,44.375,2025,1,24.49
11.5,45.0,2025,1,24.33
11.5,45.625,2025,1,24.68
11.5,46.25,2025,1,24.46
12.0,41.25,2025,1,20.75
12.0,41.875,2025,1,20.23
12.0,42.5,2025,1,19.18
12.0,43.125,2025,1,21.86
12.0,43.75,2025,1,24.27
12.0,44.375,2025,1,24.35
12.0,45.0,2025,1,24.17
12.0,45.625,2025,1,24.3
12.0,46.25,2025,1,24.52
12.5,41.25,2025,1,22.04
12.5,41.875,2025,1,21.03
12.5,42.5,2025,1,20.27
12.5,43.125,2025,1,22.21
12.5,43.75,2025,1,23.86
12.5,44.375,2025,1,23.68
12.5,45.0,2025,1,24.32
12.5,45.625,2025,1,24.36
12.5,46.25,2025,1,24.29
5.5,41.25,2025,2,18.74
5.5,41.875,2025,2,20.04
5.5,42.5,2025,2,19.32
5.5,43.125,2025,2,19.04
5.5,43.75,2025,2,19.76
5.5,44.375,2025,2,19.99
5.5,45.0,2025,2,19.67
5.5,45.625,2025,2,19.67
5.5,46.25,2025,2,20.44
6.0,41.25,2025,2,18.43
6.0,41.875,2025,2,18.95
6.0,42.5,2025,2,18.75
6.0,43.125,2025,2,20.18
6.0,43.75,2025,2,19.97
6.0,44.375,2025,2,19.44
6.0,45.0,2025,2,18.85
6.0,45.625,2025,2,18.86
6.0,46.25,2025,2,19.63
6.5,41.25,2025,2,17.78
6.5,41.875,2025,2,19.2
6.5,42.5,2025,2,20.27
6.5,43.125,2025,2,19.62
6.5,43.75,2025,2,19.52
6.5,44.375,2025,2,18.85
6.5,45.0,2025,2,17.96
6.5,45.625,2025,2,17.92
6.5,46.25,2025,2,18.52
7.0,41.25,2025,2,17.48
7.0,41.875,2025,2,19.18
7.0,42.5,2025,2,18.15
7.0,43.125,2025,2,18.09
7.0,43.75,2025,2,17.33
7.0,44.375,2025,2,16.67
7.0,45.0,2025,2,16.64
7.0,45.625,2025,2,17.12
7.0,46.25,2025,2,17.79
7.5,41.25,2025,2,16.66
7.5,41.875,2025,2,18.15
7.5,42.5,2025,2,17.06
7.5,43.125,2025,2,16.31
7.5,43.75,2025,2,15.56
7.5,44.375,2025,2,15.04
7.5,45.0,2025,2,15.04
7.5,45.625,2025,2,16.11
7.5,46.25,2025,2,16.68
8.0,41.25,2025,2,14.47
8.0,41.875,2025,2,16.24
8.0,42.5,2025,2,15.77
8.0,43.125,2025,2,14.69
8.0,43.75,2025,2,14.63
8.0,44.375,2025,2,14.68
8.0,45.0,2025,2,14.7
8.0,45.625,2025,2,15.16
8.0,46.25,2025,2,15.54
8.5,41.25,2025,2,13.53
8.5,41.875,2025,2,14.94
8.5,42.5,2025,2,14.36
8.5,43.125,2025,2,13.93
8.5,43.75,2025,2,13.49
8.5,44.375,2025,2,14.34
8.5,45.0,2025,2,14.02
8.5,45.625,2025,2,14.32
8.5,46.25,2025,2,14.8
9.0,41.25,2025,2,12.42
9.0,41.875,2025,2,13.01
9.0,42.5,2025,2,13.71
9.0,43.125,2025,2,12.57
9.0,43.75,2025,2,12.38
9.0,44.375,2025,2,13.76
9.0,45.0,2025,2,13.72
9.0,45.625,2025,2,13.86
9.0,46.25,2025,2,14.29
9.5,41.25,2025,2,13.86
9.5,41.875,2025,2,11.84
9.5,42.5,2025,2,9.88
9.5,43.125,2025,2,10.2
9.5,43.75,2025,2,11.72
9.5,44.375,2025,2,13.7
9.5,45.0,2025,2,12.86
9.5,45.625,2025,2,13.92
9.5,46.25,2025,2,13.74
10.0,41.25,2025,2,18.42
10.0,41.875,2025,2,17.48
10.0,42.5,2025,2,14.22
10.0,43.125,2025,2,11.71
10.0,43.75,2025,2,14.39
10.0,44.375,2025,2,16.87
10.0,45.0,2025,2,15.29
10.0,45.625,2025,2,15.35
10.0,46.25,2025,2,14.46
10.5,41.25,2025,2,19.93
10.5,41.875,2025,2,18.53
10.5,42.5,2025,2,16.47
10.5,43.125,2025,2,15.45
10.5,43.75,2025,2,19.91
10.5,44.375,2025,2,23.82
10.5,45.0,2025,2,22.53
10.5,45.625,2025,2,20.14
10.5,46.25,2025,2,18.5
11.0,41.25,2025,2,20.7
11.0,41.875,2025,2,20.21
11.0,42.5,2025,2,18.18
11.0,43.125,2025,2,19.78
11.0,43.75,2025,2,23.61
11.0,44.375,2025,2,25.04
11.0,45.0,2025,2,24.98
11.0,45.625,2025,2,24.05
11.0,46.25,2025,2,23.54
11.5,41.25,2025,2,21.43
11.5,41.875,2025,2,20.92
11.5,42.5,2025,2,20.4
11.5,43.125,2025,2,22.89
11.5,43.75,2025,2,24.93
11.5,44.375,2025,2,25.19
11.5,45.0,2025,2,25.17
11.5,45.625,2025,2,25.0
11.5,46.25,2025,2,24.7
12.0,41.25,2025,2,21.14
12.0,41.875,2025,2,20.86
12.0,42.5,2025,2,19.4
12.0,43.125,2025,2,22.18
12.0,43.75,2025,2,25.17
12.0,44.375,2025,2,25.19
12.0,45.0,2025,2,24.97
12.0,45.625,2025,2,24.94
12.0,46.25,2025,2,24.61
12.5,41.25,2025,2,21.9
12.5,41.875,2025,2,21.28
12.5,42.5,2025,2,19.36
12.5,43.125,2025,2,22.28
12.5,43.75,2025,2,24.38
12.5,44.375,2025,2,24.32
12.5,45.0,2025,2,25.04
12.5,45.625,2025,2,25.08
12.5,46.25,2025,2,24.58
5.5,41.25,2025,3,18.68
5.5,41.875,2025,3,19.93
5.5,42.5,2025,3,19.43
5.5,43.125,2025,3,19.52
5.5,43.75,2025,3,20.31
5.5,44.375,2025,3,20.7
5.5,45.0,2025,3,20.63
5.5,45.625,2025,3,20.69
5.5,46.25,2025,3,21.3
6.0,41.25,2025,3,18.38
6.0,41.875,2025,3,18.83
6.0,42.5,2025,3,18.11
6.0,43.125,2025,3,19.75
6.0,43.75,2025,3,19.98
6.0,44.375,2025,3,19.66
6.0,45.0,2025,3,19.52
6.0,45.625,2025,3,20.29
6.0,46.25,2025,3,20.71
6.5,41.25,2025,3,17.62
6.5,41.875,2025,3,18.81
6.5,42.5,2025,3,19.22
6.5,43.125,2025,3,19.08
6.5,43.75,2025,3,19.26
6.5,44.375,2025,3,19.16
6.5,45.0,2025,3,18.69
6.5,45.625,2025,3,19.01
6.5,46.25,2025,3,19.83
7.0,41.25,2025,3,17.19
7.0,41.875,2025,3,18.9
7.0,42.5,2025,3,17.4
7.0,43.125,2025,3,17.42
7.0,43.75,2025,3,17.13
7.0,44.375,2025,3,17.18
7.0,45.0,2025,3,17.49
7.0,45.625,2025,3,18.2
7.0,46.25,2025,3,18.48
7.5,41.25,2025,3,16.62
7.5,41.875,2025,3,18.0
7.5,42.5,2025,3,16.51
7.5,43.125,2025,3,16.18
7.5,43.75,2025,3,15.34
7.5,44.375,2025,3,15.12
7.5,45.0,2025,3,16.3
7.5,45.625,2025,3,17.62
7.5,46.25,2025,3,17.39
8.0,41.25,2025,3,14.69
8.0,41.875,2025,3,16.18
8.0,42.5,2025,3,15.47
8.0,43.125,2025,3,14.91
8.0,43.75,2025,3,14.39
8.0,44.375,2025,3,14.19
8.0,45.0,2025,3,15.43
8.0,45.625,2025,3,16.25
8.0,46.25,2025,3,16.62
8.5,41.25,2025,3,13.52
8.5,41.875,2025,3,14.49
8.5,42.5,2025,3,13.87
8.5,43.125,2025,3,13.9
8.5,43.75,2025,3,12.58
8.5,44.375,2025,3,13.27
8.5,45.0,2025,3,13.8
8.5,45.625,2025,3,15.08
8.5,46.25,2025,3,15.86
9.0,41.25,2025,3,11.63
9.0,41.875,2025,3,11.48
9.0,42.5,2025,3,12.5
9.0,43.125,2025,3,11.87
9.0,43.75,2025,3,11.34
9.0,44.375,2025,3,12.86
9.0,45.0,2025,3,12.88
9.0,45.625,2025,3,14.13
9.0,46.25,2025,3,15.21
9.5,41.25,2025,3,13.52
9.5,41.875,2025,3,10.98
9.5,42.5,2025,3,8.79
9.5,43.125,2025,3,9.17
9.5,43.75,2025,3,10.72
9.5,44.375,2025,3,13.32
9.5,45.0,2025,3,12.3
9.5,45.625,2025,3,14.1
9.5,46.25,2025,3,15.23
10.0,41.25,2025,3,17.33
10.0,41.875,2025,3,15.72
10.0,42.5,2025,3,13.33
10.0,43.125,2025,3,10.54
10.0,43.75,2025,3,13.38
10.0,44.375,2025,3,16.64
10.0,45.0,2025,3,14.94
10.0,45.625,2025,3,14.49
10.0,46.25,2025,3,14.44
10.5,41.25,2025,3,17.81
10.5,41.875,2025,3,16.33
10.5,42.5,2025,3,15.54
10.5,43.125,2025,3,15.15
10.5,43.75,2025,3,19.74
10.5,44.375,2025,3,23.52
10.5,45.0,2025,3,22.02
10.5,45.625,2025,3,19.33
10.5,46.25,2025,3,17.55
11.0,41.25,2025,3,18.87
11.0,41.875,2025,3,18.23
11.0,42.5,2025,3,17.46
11.0,43.125,2025,3,19.64
11.0,43.75,2025,3,23.57
11.0,44.375,2025,3,25.0
11.0,45.0,2025,3,25.06
11.0,45.625,2025,3,24.32
11.0,46.25,2025,3,24.03
11.5,41.25,2025,3,20.29
11.5,41.875,2025,3,20.03
11.5,42.5,2025,3,20.18
11.5,43.125,2025,3,22.7
11.5,43.75,2025,3,25.18
11.5,44.375,2025,3,25.17
11.5,45.0,2025,3,25.15
11.5,45.625,2025,3,25.13
11.5,46.25,2025,3,25.14
12.0,41.25,2025,3,20.46
12.0,41.875,2025,3,19.91
12.0,42.5,2025,3,19.04
12.0,43.125,2025,3,22.15
12.0,43.75,2025,3,25.41
12.0,44.375,2025,3,25.32
12.0,45.0,2025,3,25.14
12.0,45.625,2025,3,25.05
12.0,46.25,2025,3,24.93
12.5,41.25,2025,3,21.61
12.5,41.875,2025,3,20.34
12.5,42.5,2025,3,18.75
12.5,43.125,2025,3,22.21
12.5,43.75,2025,3,24.27
12.5,44.375,2025,3,24.23
12.5,45.0,2025,3,25.23
12.5,45.625,2025,3,25.29
12.5,46.25,2025,3,24.9
5.5,41.25,2025,4,18.02
5.5,41.875,2025,4,19.6
5.5,42.5,2025,4,18.96
5.5,43.125,2025,4,19.35
5.5,43.75,2025,4,20.05
5.5,44.375,2025,4,20.48
5.5,45.0,2025,4,19.84
5.5,45.625,2025,4,19.19
5.5,46.25,2025,4,20.07
6.0,41.25,2025,4,17.71
6.0,41.875,2025,4,18.31
6.0,42.5,2025,4,18.06
6.0,43.125,2025,4,20.08
6.0,43.75,2025,4,20.13
6.0,44.375,2025,4,19.72
6.0,45.0,2025,4,19.19
6.0,45.625,2025,4,18.78
6.0,46.25,2025,4,19.12
6.5,41.25,2025,4,17.26
6.5,41.875,2025,4,18.72
6.5,42.5,2025,4,19.47
6.5,43.125,2025,4,19.56
6.5,43.75,2025,4,19.48
6.5,44.375,2025,4,19.18
6.5,45.0,2025,4,18.26
6.5,45.625,2025,4,18.25
6.5,46.25,2025,4,18.57
7.0,41.25,2025,4,16.55
7.0,41.875,2025,4,18.74
7.0,42.5,2025,4,17.63
7.0,43.125,2025,4,17.45
7.0,43.75,2025,4,16.98
7.0,44.375,2025,4,16.85
7.0,45.0,2025,4,17.13
7.0,45.625,2025,4,17.66
7.0,46.25,2025,4,18.15
7.5,41.25,2025,4,15.39
7.5,41.875,2025,4,17.66
7.5,42.5,2025,4,16.99
7.5,43.125,2025,4,15.72
7.5,43.75,2025,4,15.01
7.5,44.375,2025,4,14.83
7.5,45.0,2025,4,15.85
7.5,45.625,2025,4,16.89
7.5,46.25,2025,4,17.16
8.0,41.25,2025,4,13.06
8.0,41.875,2025,4,15.66
8.0,42.5,2025,4,15.86
8.0,43.125,2025,4,14.31
8.0,43.75,2025,4,13.92
8.0,44.375,2025,4,13.92
8.0,45.0,2025,4,15.07
8.0,45.625,2025,4,15.62
8.0,46.25,2025,4,15.96
8.5,41.25,2025,4,12.1
8.5,41.875,2025,4,13.37
8.5,42.5,2025,4,13.28
8.5,43.125,2025,4,12.45
8.5,43.75,2025,4,12.09
8.5,44.375,2025,4,12.97
8.5,45.0,2025,4,13.76
8.5,45.625,2025,4,14.5
8.5,46.25,2025,4,14.71
9.0,41.25,2025,4,10.23
9.0,41.875,2025,4,10.77
9.0,42.5,2025,4,11.88
9.0,43.125,2025,4,10.32
9.0,43.75,2025,4,10.89
9.0,44.375,2025,4,12.27
9.0,45.0,2025,4,12.81
9.0,45.625,2025,4,13.32
9.0,46.25,2025,4,13.7
9.5,41.25,2025,4,11.96
9.5,41.875,2025,4,10.32
9.5,42.5,2025,4,8.26
9.5,43.125,2025,4,7.77
9.5,43.75,2025,4,10.3
9.5,44.375,2025,4,12.17
9.5,45.0,2025,4,11.51
9.5,45.625,2025,4,12.57
9.5,46.25,2025,4,13.88
10.0,41.25,2025,4,16.1
