district_id,district_name,region_id,region_name,date,ndvi_mean,ndvi_median,evi_mean,evi_median,valid_pixel_fraction,good_pixel_count,marginal_pixel_fraction,cloudy_pixel_fraction,qa_rule,source_version
SO1102,Baki,SO11,Awdal,2015-06-26,0.1190655653659926,0.1071,0.08521837083452008,0.0785,0.9181485355648535,3511,0.018043933054393304,0.0015690376569037657,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-06-26,0.160754990700558,0.1569,0.11287541847489152,0.11225000000000002,0.8819026790595954,3226,0.04073264078731547,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1103,Lughaye,SO11,Awdal,2015-06-26,0.0879837089329351,0.0874,0.06680524029323921,0.0663,0.9307556229466768,3683,0.011877685114986101,0.0010108668182966893,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1104,Zeylac,SO11,Awdal,2015-06-26,0.08994824257876526,0.0869,0.0650853578583136,0.0634,0.745958429561201,5491,0.08286917538377937,0.0006792555359326179,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO2502,Ceel Barde,SO25,Bakool,2015-06-26,0.24134086713626426,0.2442,0.14685455428710228,0.1479,0.9209260709092942,8234,0.007158036013868695,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO2505,Rab Dhuure,SO25,Bakool,2015-06-26,0.1986690548780488,0.19405,0.12452052845528455,0.12050000000000001,0.5185770750988142,1968,0.2426877470355731,0.001054018445322793,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO2503,Tayeeglow,SO25,Bakool,2015-06-26,0.2902086465103137,0.2881,0.1689061881887539,0.16840000000000002,0.46979954865259527,3539,0.222487720695606,0.07699455728129563,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO2504,Waajid,SO25,Bakool,2015-06-26,0.2553592163846839,0.24930000000000002,0.15609216384683883,0.1557,0.35017149984409107,1123,0.3345806049267228,0.015590894917368257,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO2501,Xudur,SO25,Bakool,2015-06-26,0.2615747831474598,0.2564,0.15403686493184637,0.15180000000000002,0.7461858529819695,4842,0.054862074279550005,0.0001541069502234551,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO2201,Bondhere,SO22,Banadir,2015-06-26,,,,,0.0,0,0.14285714285714285,0.2857142857142857,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
