model_id,model_version,target,algorithm,training_period,validation_period,test_period,features,precision,recall,f1,roc_auc,pr_auc,brier,false_alarm_rate,miss_rate,lead_time_days,calibration_method,operating_threshold,artifact_path,checksum
drought-early-warning,1.1.0,agricultural_vegetation_stress_next_composite,logistic_regression,2015-2020,2021-2022,2023-2025,"[""rain_7d_mm"", ""rain_30d_mm"", ""rain_90d_mm"", ""heavy_rain_days_30d"", ""dry_spell_days"", ""t2m_7d_c"", ""t2m_30d_c"", ""t2m_max_30d_c"", ""gwet_top_7d"", ""gwet_top_30d"", ""gwet_root_30d"", ""ndvi_last"", ""evi_last"", ""ndvi_change_1"", ""vegetation_valid_pixel_fraction"", ""ndvi_last_anomaly_z_reference""]",0.36396396396396397,0.6158536585365854,0.4575311438278596,0.8692695318865773,0.38578864047202055,0.06489080971230429,0.0982739420935412,0.38414634146341464,16.0,isotonic,0.27,ml/artifacts/drought/drought_model_v1.1.0.joblib,9125108a58b5370ffd5e1b30000fd75690eda0cdf38621407cff7c29f7ac64ec
flood-early-warning,1.1.0,riverine_moderate_threshold_exceedance_within_3_days,logistic_regression,2015-2020,2021-2022,2023-2025,"[""current_level_m"", ""level_change_1d"", ""level_change_3d"", ""level_change_7d"", ""level_mean_7d"", ""level_max_7d"", ""level_ratio_moderate"", ""distance_to_moderate_m"", ""distance_to_high_m"", ""distance_to_bankfull_m"", ""rain_1d_mm"", ""rain_3d_mm"", ""rain_7d_mm"", ""rain_30d_mm"", ""heavy_rain_days_7d"", ""gwet_top_7d"", ""gwet_top_30d"", ""gwet_root_30d"", ""t2m_7d_c""]",0.9021956087824351,0.7888307155322862,0.8417132216014898,0.9707845236690954,0.8800261117925614,0.03535022791086659,0.01415366839976892,0.2111692844677138,1.0394990366088632,isotonic,0.22999999999999998,ml/artifacts/flood/flood_model_v1.1.0.joblib,7d5db090b3601734be8ac6625abcaffcdb340e11f4bdbb0f9a36c635541bed80
food_security-early-warning,1.1.0,regional_crisis_or_worse_population_burden_20pct,rule,2017-2021,2022-2023,2024-2025,"[""rain_30d_mm"", ""rain_90d_mm"", ""dry_days_30d"", ""t2m_30d_c"", ""t2m_max_30d_c"", ""gwet_top_30d"", ""gwet_root_30d"", ""ndvi_last"", ""ndvi_change"", ""vegetation_valid_pixel_fraction"", ""market_usdkg_90d_median"", ""market_price_change_previous_90d"", ""market_price_anomaly_365d"", ""previous_ipc3plus_percentage"", ""log_region_population""]",0.7,0.5384615384615384,0.6086956521739131,0.7408026755852843,0.6805322962016612,0.20219305555555553,0.13043478260869565,0.46153846153846156,30.0,identity,0.53,ml/artifacts/food_security/food_security_model_v1.1.0.joblib,754a7f00d72f182fa1cf5c3f2b3829c6ca4f487e2a1b632acb4d7d10a5b2c2e0
