variable,file,crs,width,height,resolution,bounds,nodata,valid_count,raw_min,raw_max,scaled_min,scaled_max,scale,offset
lst_day_c,raw\temperature\modis_v061_sample\MOD11A1.A2020183.h21v07.061.2021012102445__LST_Day_1km.tif,"PROJCS[""unnamed"",GEOGCS[""Unknown datum based upon the custom spheroid"",DATUM[""Not specified (based on custom spheroid)"",SPHEROID[""Custom spheroid"",6371007.181,0]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Sinusoidal""],PARAMETER[""longitude_of_center"",0],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",1200,1200,"[926.6254331383334, 926.6254331383333]","[3335851.5593, 1111950.519767, 4447802.079066, 2223901.039533]",0.0,1071352,13901.0,17001.0,4.8700000000000045,66.87,0.02,-273.15
lst_night_c,raw\temperature\modis_v061_sample\MOD11A1.A2020183.h21v07.061.2021012102445__LST_Night_1km.tif,"PROJCS[""unnamed"",GEOGCS[""Unknown datum based upon the custom spheroid"",DATUM[""Not specified (based on custom spheroid)"",SPHEROID[""Custom spheroid"",6371007.181,0]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Sinusoidal""],PARAMETER[""longitude_of_center"",0],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",1200,1200,"[926.6254331383334, 926.6254331383333]","[3335851.5593, 1111950.519767, 4447802.079066, 2223901.039533]",0.0,222873,13507.0,15652.0,-3.009999999999991,39.89000000000004,0.02,-273.15
