date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,canonical_region_id,canonical_district_id,source_dataset
2012-11-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,12000.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
2012-11-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3000.0,1.92,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-11-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,5500.0,,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-11-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4700.0,,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-11-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,6575.0,4.2,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-11-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,11500.0,,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-12-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4000.0,2.56,SO11,SO1101,WFP Somalia Food Prices via HDX
2012-12-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4200.0,,SO11,SO1101,WFP Somalia Food Prices via HDX
2012-12-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2420.0,1.55,SO11,SO1101,WFP Somalia Food Prices via HDX
2012-12-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,2800.0,,SO11,SO1101,WFP Somalia Food Prices via HDX
2012-12-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,6675.0,4.27,SO11,SO1101,WFP Somalia Food Prices via HDX
2012-12-15,Awdal,Borama,Borama,1413,9.94,43.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,11000.0,,SO11,SO1101,WFP Somalia Food Prices via HDX
2012-12-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,9600.0,6.13,SO25,SO2501,WFP Somalia Food Prices via HDX
2012-12-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18600.0,11.88,SO25,SO2501,WFP Somalia Food Prices via HDX
2012-12-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,6000.0,3.83,SO25,SO2501,WFP Somalia Food Prices via HDX
2012-12-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,5560.0,3.55,SO22,,WFP Somalia Food Prices via HDX
2012-12-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000.0,8.95,SO22,,WFP Somalia Food Prices via HDX
2012-12-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,5300.0,3.39,SO22,,WFP Somalia Food Prices via HDX
2012-12-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,13400.0,8.56,SO22,,WFP Somalia Food Prices via HDX
2012-12-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,22436.0,14.34,SO22,,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000.0,10.22,SO16,SO1601,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum,65,KG,actual,Retail,SOS,20000.0,12.78,SO16,SO1601,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,18000.0,11.5,SO16,SO1601,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20000.0,12.78,SO16,SO1601,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21100.0,13.48,SO16,SO1601,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,38000.0,24.28,SO16,SO1601,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000.0,10.22,SO16,SO1606,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum,65,KG,actual,Retail,SOS,22250.0,14.22,SO16,SO1606,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,22250.0,14.22,SO16,SO1606,WFP Somalia Food Prices via HDX
2012-12-15,Bari,Qardho,Qardho,1420,9.5,49.09,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21100.0,13.48,SO16,SO1606,WFP Somalia Food Prices via HDX
2012-12-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4380.0,2.8,SO24,SO2401,WFP Somalia Food Prices via HDX
2012-12-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000.0,10.22,SO24,SO2401,WFP Somalia Food Prices via HDX
2012-12-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3160.0,2.02,SO24,SO2401,WFP Somalia Food Prices via HDX
2012-12-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2500.0,1.6,SO24,SO2403,WFP Somalia Food Prices via HDX
2012-12-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,6400.0,4.09,SO20,SO2001,WFP Somalia Food Prices via HDX
2012-12-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,6750.0,4.31,SO20,SO2001,WFP Somalia Food Prices via HDX
2012-12-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,5025.0,3.21,SO27,SO2701,WFP Somalia Food Prices via HDX
2012-12-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18250.0,11.66,SO27,SO2701,WFP Somalia Food Prices via HDX
2012-12-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,7000.0,4.47,SO28,SO2801,WFP Somalia Food Prices via HDX
2012-12-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,13200.0,8.43,SO28,SO2801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,12000.0,7.67,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18000.0,11.5,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum,65,KG,actual,Retail,SOS,12000.0,7.67,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,10000.0,6.39,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,13000.0,8.31,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,12200000.0,7795.53,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,29200.0,18.66,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,22130.0,14.14,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,35000.0,22.36,SO18,SO1801,WFP Somalia Food Prices via HDX
2012-12-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000.0,10.22,SO17,SO1701,WFP Somalia Food Prices via HDX
2012-12-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,22750.0,14.54,SO17,SO1701,WFP Somalia Food Prices via HDX
2012-12-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21100.0,13.48,SO17,SO1701,WFP Somalia Food Prices via HDX
2012-12-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,38000.0,24.28,SO17,SO1701,WFP Somalia Food Prices via HDX
2012-12-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,5088.0,,SO15,SO1501,WFP Somalia Food Prices via HDX
2012-12-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4805.33,,SO15,SO1501,WFP Somalia Food Prices via HDX
2012-12-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,11306.67,,SO15,SO1501,WFP Somalia Food Prices via HDX
2012-12-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,5000.0,3.19,SO23,SO2301,WFP Somalia Food Prices via HDX
2012-12-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15000.0,9.58,SO23,SO2301,WFP Somalia Food Prices via HDX
2012-12-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,5060.0,3.23,SO23,SO2301,WFP Somalia Food Prices via HDX
2012-12-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3740.0,2.39,SO23,SO2305,WFP Somalia Food Prices via HDX
2012-12-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18000.0,11.5,SO14,SO1401,WFP Somalia Food Prices via HDX
2012-12-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000.0,12.78,SO14,SO1401,WFP Somalia Food Prices via HDX
2012-12-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,21400.0,13.67,SO14,SO1401,WFP Somalia Food Prices via HDX
2012-12-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4500.0,,SO13,SO1301,WFP Somalia Food Prices via HDX
2012-12-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,3000.0,,SO13,SO1301,WFP Somalia Food Prices via HDX
2012-12-15,Togdheer,Burco,Burco,1415,9.53,45.54,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,12000.0,,SO13,SO1301,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4500.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4000.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,12000.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3375.0,2.16,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4600.0,,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3200.0,2.04,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,3000.0,,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,6612.0,4.22,SO12,SO1201,WFP Somalia Food Prices via HDX
2012-12-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,11000.0,,SO12,SO1201,WFP Somalia Food Prices via HDX
2013-01-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4000.0,2.59,SO11,SO1101,WFP Somalia Food Prices via HDX
2013-01-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4200.0,,SO11,SO1101,WFP Somalia Food Prices via HDX
2013-01-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2500.0,1.62,SO11,SO1101,WFP Somalia Food Prices via HDX
2013-01-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,2800.0,,SO11,SO1101,WFP Somalia Food Prices via HDX
2013-01-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,6687.0,4.33,SO11,SO1101,WFP Somalia Food Prices via HDX
2013-01-15,Awdal,Borama,Borama,1413,9.94,43.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,11000.0,,SO11,SO1101,WFP Somalia Food Prices via HDX
2013-01-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,8750.0,5.66,SO25,SO2501,WFP Somalia Food Prices via HDX
2013-01-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18000.0,11.65,SO25,SO2501,WFP Somalia Food Prices via HDX
2013-01-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,6000.0,3.88,SO25,SO2501,WFP Somalia Food Prices via HDX
2013-01-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,6600.0,4.27,SO22,,WFP Somalia Food Prices via HDX
2013-01-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,13250.0,8.58,SO22,,WFP Somalia Food Prices via HDX
2013-01-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,5850.0,3.79,SO22,,WFP Somalia Food Prices via HDX
2013-01-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,14500.0,9.39,SO22,,WFP Somalia Food Prices via HDX
2013-01-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21275.0,13.77,SO22,,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000.0,10.36,SO16,SO1601,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,18000.0,11.65,SO16,SO1601,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,19000.0,12.3,SO16,SO1601,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21187.0,13.71,SO16,SO1601,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,36500.0,23.62,SO16,SO1601,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000.0,10.36,SO16,SO1606,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20000.0,12.94,SO16,SO1606,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Qardho,Qardho,1420,9.5,49.09,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21187.0,13.71,SO16,SO1606,WFP Somalia Food Prices via HDX
2013-01-15,Bari,Qardho,Qardho,1420,9.5,49.09,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,40000.0,25.89,SO16,SO1606,WFP Somalia Food Prices via HDX
2013-01-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4200.0,2.72,SO24,SO2401,WFP Somalia Food Prices via HDX
2013-01-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15500.0,10.03,SO24,SO2401,WFP Somalia Food Prices via HDX
2013-01-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2700.0,1.75,SO24,SO2401,WFP Somalia Food Prices via HDX
2013-01-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2125.0,1.38,SO24,SO2403,WFP Somalia Food Prices via HDX
2013-01-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,6250.0,4.05,SO20,SO2001,WFP Somalia Food Prices via HDX
2013-01-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14750.0,9.55,SO20,SO2001,WFP Somalia Food Prices via HDX
2013-01-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4875.0,3.16,SO27,SO2701,WFP Somalia Food Prices via HDX
2013-01-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18250.0,11.81,SO27,SO2701,WFP Somalia Food Prices via HDX
2013-01-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,6000.0,3.88,SO28,SO2801,WFP Somalia Food Prices via HDX
2013-01-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14500.0,9.39,SO28,SO2801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,13000.0,8.41,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18000.0,11.65,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,10000.0,6.47,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,12500.0,8.09,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1425000.0,922.33,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,12500000.0,8090.61,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,28250.0,18.28,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,22150.0,14.34,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,35000.0,22.65,SO18,SO1801,WFP Somalia Food Prices via HDX
2013-01-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,17000.0,11.0,SO17,SO1701,WFP Somalia Food Prices via HDX
2013-01-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,30000.0,19.42,SO17,SO1701,WFP Somalia Food Prices via HDX
2013-01-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21250.0,13.75,SO17,SO1701,WFP Somalia Food Prices via HDX
2013-01-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,40000.0,25.89,SO17,SO1701,WFP Somalia Food Prices via HDX
2013-01-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,6333.33,,SO15,SO1501,WFP Somalia Food Prices via HDX
2013-01-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,5666.67,,SO15,SO1501,WFP Somalia Food Prices via HDX
2013-01-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,5500.0,3.56,SO23,SO2301,WFP Somalia Food Prices via HDX
2013-01-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14750.0,9.55,SO23,SO2301,WFP Somalia Food Prices via HDX
2013-01-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,5075.0,3.28,SO23,SO2301,WFP Somalia Food Prices via HDX
2013-01-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4275.0,2.77,SO23,SO2305,WFP Somalia Food Prices via HDX
2013-01-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,18000.0,11.65,SO14,SO1401,WFP Somalia Food Prices via HDX
2013-01-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,22000.0,14.24,SO14,SO1401,WFP Somalia Food Prices via HDX
2013-01-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4000.0,,SO13,SO1301,WFP Somalia Food Prices via HDX
2013-01-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,3000.0,,SO13,SO1301,WFP Somalia Food Prices via HDX
2013-01-15,Togdheer,Burco,Burco,1415,9.53,45.54,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,11000.0,,SO13,SO1301,WFP Somalia Food Prices via HDX
2013-01-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,4500.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
2013-01-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4000.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
2013-01-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,12000.0,,SO12,SO1202,WFP Somalia Food Prices via HDX
