date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2011-03-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,22250,14.35
2011-03-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,13250,8.55
2011-03-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,22500,14.52
2011-03-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,14500,9.35
2011-03-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20000,12.9
2011-03-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,16000,10.32
2011-03-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,30500,19.68
2011-03-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,16000,10.32
2011-03-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1500000,967.74
2011-03-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,11000000,7096.77
2011-03-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,47000,30.32
2011-03-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,13558,8.75
2011-03-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20553,13.26
2011-03-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,17843,11.51
2011-03-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,11000,7.1
2011-03-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,22000,14.19
2011-03-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,18500,11.94
2011-03-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,24250,15.65
2011-03-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2425,1.56
2011-03-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5000,3.23
2011-03-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,1.94
2011-04-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3250,2.09
2011-04-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4500,2.89
2011-04-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3125,2.01
2011-04-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,16875,10.85
2011-04-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23500,15.11
2011-04-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,19125,12.3
2011-04-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,17000,10.93
2011-04-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23750,15.27
2011-04-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,14000,9
2011-04-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,12500,8.04
2011-04-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,21500,13.83
2011-04-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,28000,18.01
2011-04-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,17500,11.25
2011-04-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23000,14.79
2011-04-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,16925,10.88
2011-04-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,15750,10.13
2011-04-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,19000,12.22
2011-04-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24500,15.76
2011-04-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18000,11.58
2011-04-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24000,15.43
2011-04-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,15500,9.97
2011-04-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20000,12.86
2011-04-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,20000,12.86
2011-04-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,28500,18.33
2011-04-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.86
2011-04-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1687500,1085.21
2011-04-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,11000000,7073.95
2011-04-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,48400,31.13
2011-04-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,17416,11.2
2011-04-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20500,13.18
2011-04-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,19500,12.54
2011-04-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,15250,9.81
2011-04-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,22000,14.15
2011-04-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,16500,10.61
2011-04-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,24000,15.43
2011-04-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2425,1.56
2011-04-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4500,2.89
2011-04-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,1.93
2011-05-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3250,2.1
2011-05-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4250,2.74
2011-05-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3250,2.1
2011-05-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,21000,13.55
2011-05-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,26000,16.77
2011-05-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,21000,13.55
2011-05-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,15200,9.81
2011-05-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23800,15.35
2011-05-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,16000,10.32
2011-05-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,15000,9.68
2011-05-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24800,16
2011-05-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,28000,18.06
2011-05-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,15625,10.08
2011-05-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23250,15
2011-05-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,15200,9.81
2011-05-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,19500,12.58
2011-05-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,17600,11.35
2011-05-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24000,15.48
2011-05-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,20000,12.9
2011-05-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,32250,20.81
2011-05-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18000,11.61
2011-05-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,21000,13.55
2011-05-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18000,11.61
2011-05-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,30000,19.35
2011-05-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.9
2011-05-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1760000,1135.48
2011-05-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,11000000,7096.77
2011-05-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,50000,32.26
2011-05-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,19500,12.58
2011-05-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,22500,14.52
2011-05-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,23166,14.95
2011-05-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18625,12.02
2011-05-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,22000,14.19
2011-05-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,14000,9.03
2011-05-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,24000,15.48
2011-05-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3000,1.94
2011-05-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4125,2.66
2011-05-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,1.94
2011-06-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3000,1.92
2011-06-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4875,3.12
2011-06-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2625,1.68
2011-06-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,20000,12.82
2011-06-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,26000,16.67
2011-06-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20750,13.3
2011-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,21333,13.68
2011-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24000,15.38
2011-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,21333,13.68
2011-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,15000,9.62
2011-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,25000,16.03
2011-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,28000,17.95
2011-06-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18075,11.59
2011-06-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23500,15.06
2011-06-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,18125,11.62
2011-06-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.82
2011-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18500,11.86
2011-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,26000,16.67
2011-06-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,25500,16.35
2011-06-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,26000,16.67
2011-06-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18750,12.02
2011-06-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23000,14.74
2011-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,26000,16.67
2011-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,30000,19.23
2011-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.82
2011-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1500000,961.54
2011-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,11000000,7051.28
2011-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,53750,34.46
2011-06-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,22833,14.64
2011-06-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23000,14.74
2011-06-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,21666,13.89
2011-06-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,19250,12.34
2011-06-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23000,14.74
2011-06-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,18000,11.54
2011-06-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,24000,15.38
2011-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3225,2.07
2011-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4700,3.01
2011-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,1.92
2011-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3000,1.89
2011-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5000,3.15
2011-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2700,1.7
2011-07-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,17625,11.12
2011-07-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,25250,15.93
2011-07-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,17250,10.88
2011-07-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18666,11.78
2011-07-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,26000,16.4
2011-07-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,21333,13.46
2011-07-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,15000,9.46
2011-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,25000,15.77
2011-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,30000,18.93
2011-07-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,16650,10.5
2011-07-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24000,15.14
2011-07-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,16850,10.63
2011-07-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,17750,11.2
2011-07-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18000,11.36
2011-07-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,26000,16.4
2011-07-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,23750,14.98
2011-07-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,25750,16.25
2011-07-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,19000,11.99
2011-07-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24000,15.14
2011-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,26000,16.4
2011-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,30000,18.93
2011-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.62
2011-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1200000,757.1
2011-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,11000000,6940.06
2011-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,49000,30.91
2011-07-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,19250,12.15
2011-07-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,23750,14.98
2011-07-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,23000,14.51
2011-07-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18750,11.83
2011-07-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24000,15.14
2011-07-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.62
2011-07-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,24000,15.14
2011-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,3500,2.21
2011-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4250,2.68
2011-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,1.89
2011-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4000,2.52
2011-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4975,3.14
2011-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3500,2.21
2011-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,14500,9.15
2011-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,24600,15.52
2011-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,13300,8.39
2011-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,18266,11.52
2011-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,27200,17.16
2011-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,12.62
