district_id,district_name,region_id,region_name,date,rainfall_mean_mm,rainfall_max_mm,valid_pixel_fraction,source_url,source_version
SO1101,Borama,SO11,Awdal,2021-01-01,0.33029847287318925,0.5676026344299316,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.01.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-02,0.13454944399100813,0.30728983879089355,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.02.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-03,0.07728232360783625,0.2479754090309143,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.03.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-04,0.009249235185879197,0.03612733259797096,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.04.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-05,0.014571322001178156,0.04068075120449066,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.05.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-06,0.10343665955588222,0.2649594247341156,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.06.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-07,0.027366583531891756,0.133493572473526,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.07.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-08,0.05031381801448085,0.16547517478466034,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.08.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-09,0.13232730062339793,0.2542833387851715,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.09.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2021-01-10,0.256149879953062,0.42911532521247864,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2021/chirps-v3.0.rnl.2021.01.10.tif,CHIRPS v3 daily final rnl p25
