district_id,district_name,region_id,region_name,date,rainfall_mean_mm,rainfall_max_mm,valid_pixel_fraction,source_url,source_version
SO1101,Borama,SO11,Awdal,2020-01-01,0.31333012881011446,0.6549292802810669,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.01.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-02,0.7349645964462649,1.160470724105835,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.02.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-03,0.39927479086062784,1.223758339881897,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.03.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-04,0.0733408467812379,0.4107050597667694,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.04.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-05,0.0022237706871237606,0.0063722445629537106,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.05.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-06,0.05904304231940345,0.2531979978084564,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.06.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-07,1.3461875036274167,2.745405673980713,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.07.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-08,0.010945251367626373,0.029812589287757874,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.08.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-09,0.0025007469365928873,0.009768594987690449,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.09.tif,CHIRPS v3 daily final rnl p25
SO1101,Borama,SO11,Awdal,2020-01-10,0.0002781008198243481,0.0019384495681151748,1.0,https://data.chc.ucsb.edu/products/CHIRPS/v3.0/daily/final/rnl/p25/2020/chirps-v3.0.rnl.2020.01.10.tif,CHIRPS v3 daily final rnl p25
