path,extension,size_bytes,modified_utc,sha256,zero_byte,suspected_partial_download,date_from_filename,readable,error
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260710_R19240_001_subsetted.nc4,.nc4,364050,2026-08-25T09:23:50.827552+00:00,67eaefd25955c34f38945f65e0a9a384508a1c83c6f819393a25da41d2399638,False,False,2026-07-10,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260711_R19240_001_subsetted.nc4,.nc4,1073060,2026-08-25T09:23:51.508797+00:00,eb160c30d6222b53490e72b070c0c1b050fd2ee1b806f01cf96b606460b5f3a1,False,False,2026-07-11,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260712_R19240_001_subsetted.nc4,.nc4,1155448,2026-08-25T09:23:52.440215+00:00,357e55c18458414589e7b4a5cfbdeccd21895f7f65939939571a89a4c0ac6364,False,False,2026-07-12,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260713_R19240_001_subsetted.nc4,.nc4,391030,2026-08-25T09:23:52.687322+00:00,8b454c074342f3a94efd2f8f91913a6d5c2485e4c954948d01689b8f4a2f7800,False,False,2026-07-13,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260714_R19240_001_subsetted.nc4,.nc4,1529795,2026-08-25T09:23:54.829482+00:00,88be56f63b1b581d38a3bd77cf777441852a74abd3000d109f7e47da30302d08,False,False,2026-07-14,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260715_R19240_001_subsetted.nc4,.nc4,660686,2026-08-25T09:23:54.349909+00:00,9d904893ff15ce3bc1b2aba90f18f1f41559e08cde177a58445fed9946fae898,False,False,2026-07-15,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260716_R19240_001_subsetted.nc4,.nc4,676714,2026-08-25T09:23:55.505679+00:00,40a09ce05005fe5c15df988650d3b80d4d0d70bef439ed03469afbd1e6723d06,False,False,2026-07-16,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260717_R19240_001_subsetted.nc4,.nc4,1553138,2026-08-25T09:23:56.931049+00:00,a6d68511d0f4c51fba0c3ac94a8bf3086faec17e290932c5e43592dd442797ab,False,False,2026-07-17,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260718_R19240_001_subsetted.nc4,.nc4,364050,2026-08-25T09:23:56.104735+00:00,71649c0d2ff81088978b286f1d669e90e8715ebdf7b79b0e219c6b4de580d138,False,False,2026-07-18,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260719_R19240_001_subsetted.nc4,.nc4,1063990,2026-08-25T09:23:58.972590+00:00,3c3edbeaf96d97f8734c52d454dce40b75ae195c873b6bc1581470e7c5cd2677,False,False,2026-07-19,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260720_R19240_001_subsetted.nc4,.nc4,1159545,2026-08-25T09:23:59.820787+00:00,25be213203f6fc14e8c1ce0b279d29e2c76d43eba78f5437cf96fc61b040d522,False,False,2026-07-20,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260721_R19240_001_subsetted.nc4,.nc4,389927,2026-08-25T09:24:00.008662+00:00,381d132c7e1f3383f7853338eb149b9671bd4439b8acda49569da3b1ce7203c3,False,False,2026-07-21,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260722_R19240_001_subsetted.nc4,.nc4,1529857,2026-08-25T09:24:04.088608+00:00,b275bd2c220e22ffb0e0fe2854478247650177d0f7455abdd1e9da836273f803,False,False,2026-07-22,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260723_R19240_001_subsetted.nc4,.nc4,666090,2026-08-25T09:24:05.599245+00:00,bede1fdf1949994643b710d24ae3744aea98fe4e4f63e787a3e077cc427b281d,False,False,2026-07-23,True,
