district_id,district_name,region_id,region_name,year,season,season_order,rainfall_mm,heavy_rain_days,valid_days,valid_pixel_fraction,baseline_mean_mm,baseline_std_mm,rainfall_anomaly_mm,rainfall_anomaly_z,percent_of_normal,source_version
SO1101,Borama,SO11,Awdal,2018,Gu,2,231.43684625329658,2,91,1.0,148.22706814760215,67.67285993796285,83.20977810569443,1.2295886147264146,156.13669564241496,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2018,Jilaal,1,15.502858522625747,0,90,1.0,37.272056253141855,38.20129885871623,-21.769197730516108,-0.5698549101963093,41.59378387211714,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2018,Xagaa,3,161.94940028394922,1,92,1.0,181.81549375061783,41.896911686512745,-19.866093466668616,-0.47416605823631186,89.07348705170452,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2019,Deyr,4,121.56375171282016,0,92,1.0,45.11222595404802,32.84434271419157,76.45152575877214,2.327692364680464,269.4696374252221,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2019,Gu,2,170.01240226934414,1,91,1.0,148.22706814760215,67.67285993796285,21.785334121741982,0.3219212863430489,114.69727114891626,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2019,Jilaal,1,15.803810081280307,0,90,1.0,37.272056253141855,38.20129885871623,-21.468246171861548,-0.5619768650081705,42.401229419555094,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2019,Xagaa,3,230.2286596169077,0,92,1.0,181.81549375061783,41.896911686512745,48.41316586628986,1.15553065649645,126.62763489930865,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2020,Deyr,4,24.991929946767556,0,92,1.0,45.11222595404802,32.84434271419157,-20.120296007280466,-0.6125954835621288,55.39946082958687,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2020,Gu,2,190.6423968511673,1,91,1.0,148.22706814760215,67.67285993796285,42.41532870356514,0.6267701519109458,128.61510332332057,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2020,Jilaal,1,56.19460761374249,0,91,1.0,37.272056253141855,38.20129885871623,18.922551360600636,0.49533790540954753,150.76873471129073,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2020,Xagaa,3,235.8742867939294,0,92,1.0,181.81549375061783,41.896911686512745,54.05879304331157,1.2902810939335636,129.73277575422685,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2021,Deyr,4,49.29836961845401,0,92,1.0,45.11222595404802,32.84434271419157,4.186143664405989,0.12745402460428037,109.27939948844478,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2021,Gu,2,157.9308954560209,1,91,1.0,148.22706814760215,67.67285993796285,9.703827308418738,0.1433931906722199,106.54659599605372,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2021,Jilaal,1,8.153826188150227,0,90,1.0,37.272056253141855,38.20129885871623,-29.11823006499163,-0.7622314145045842,21.876512883463192,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2021,Xagaa,3,183.17787590903094,0,92,1.0,181.81549375061783,41.896911686512745,1.3623821584131122,0.03251748407154515,100.74932126537125,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2022,Deyr,4,17.049492234717736,0,92,1.0,45.11222595404802,32.84434271419157,-28.062733719330286,-0.8544160546469022,37.793506913368894,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2022,Gu,2,70.90721455343075,0,91,1.0,148.22706814760215,67.67285993796285,-77.3198535941714,-1.1425533613482888,47.836886635862264,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2022,Jilaal,1,10.781446807243409,0,90,1.0,37.272056253141855,38.20129885871623,-26.490609445898446,-0.6934478731697417,28.926353657599943,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2022,Xagaa,3,187.6981710279864,0,92,1.0,181.81549375061783,41.896911686512745,5.882677277368572,0.14040837476004933,103.2355203376877,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2023,Deyr,4,59.76887543986078,0,92,1.0,45.11222595404802,32.84434271419157,14.656649485812757,0.446245784650147,132.48930678069894,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2023,Gu,2,192.97192728319948,0,91,1.0,148.22706814760215,67.67285993796285,44.74485913559732,0.6611935593769184,130.18669916012985,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2023,Jilaal,1,138.40752570641718,0,90,1.0,37.272056253141855,38.20129885871623,101.13546945327532,2.647435361486398,371.34394938232066,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2023,Xagaa,3,113.84757849987504,0,92,1.0,181.81549375061783,41.896911686512745,-67.96791525074279,-1.6222655206498837,62.61709392931655,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2024,Deyr,4,75.12921365279557,1,92,1.0,45.11222595404802,32.84434271419157,30.01698769874755,0.9139165292468355,166.53847613133365,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
SO1101,Borama,SO11,Awdal,2024,Gu,2,113.42527759469968,0,91,1.0,148.22706814760215,67.67285993796285,-34.801790552902474,-0.5142651069395621,76.52129871566548,CHIRPS v3 daily final rnl p25; Somalia climatological-season aggregate
