district_id,district_name,region_id,region_name,date,ndvi_mean,ndvi_median,evi_mean,evi_median,valid_pixel_fraction,good_pixel_count,marginal_pixel_fraction,cloudy_pixel_fraction,qa_rule,source_version
SO1101,Borama,SO11,Awdal,2017-01-01,0.1753572216097023,0.1686,0.1137707276736494,0.113,0.9917987971569164,3628,0.0002733734281027,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-01-17,0.1698010349650349,0.1646,0.111164,0.1101,0.9773100054674686,3575,0.0005467468562055,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-02-02,0.1649049923896499,0.1599,0.1005040182648401,0.1011,0.8980317113176599,3285,0.0237834882449425,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-02-18,0.1609361095738793,0.1575,0.1060044272274488,0.1065,0.9879715691634772,3614,0.0005467468562055,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-03-06,0.1516204481792717,0.14925,0.1002211764705882,0.101,0.9759431383269548,3570,0.0019136139967195,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-03-22,0.1635829562594268,0.1598,0.1175375565610859,0.1169,0.9062329141607436,3315,0.0202296336796063,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-04-07,0.1866589539007092,0.1806,0.1259774822695035,0.1254,0.925095680699836,3384,0.003827227993439,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-04-23,0.1940265754411235,0.1849,0.1368958228303925,0.1317,0.7591580098414434,2777,0.0401858939311099,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-05-09,0.2202814209274673,0.2147,0.1562222948870392,0.1564,0.9196282121377802,3364,0.0169491525423728,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-05-25,0.2064202877697842,0.203,0.1460680575539568,0.1451,0.7599781301257518,2780,0.0872061235647895,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-06-10,0.1901233469131933,0.1861,0.1382758696333438,0.1373,0.8723346090759978,3191,0.0393657736468015,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-06-26,0.1746061534058386,0.1716,0.117665655409273,0.1181,0.9551667577911428,3494,0.0057408419901585,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-07-12,0.1596150856793145,0.1575,0.1116586291309669,0.1127,0.8933843630399125,3268,0.0314379442318206,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-07-28,0.1585428864569083,0.1553,0.1152117989056087,0.1153,0.7993439037725533,2924,0.069710224166211,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-08-13,0.2052527399333939,0.2023,0.1401986678776869,0.1425,0.90295243302351,3303,0.0030071077091306,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-08-29,0.2304446322067594,0.2314,0.1592519880715706,0.1599,0.8250410060142154,3018,0.0390924002186987,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-09-14,0.2467146688206785,0.2461,0.1772274636510501,0.1767,0.8460907599781301,3095,0.04510661563696,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-09-30,0.2366712212486308,0.23135,0.1618411555312158,0.1617,0.9983597594313832,3652,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-10-16,0.2161890877090056,0.2108,0.1489190965092402,0.1486,0.9319300164024056,3409,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-11-01,0.19596853685368537,0.19375,0.1308350385038504,0.13285000000000002,0.9939857845817387,3636,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-11-17,0.18539352537722908,0.1824,0.12366117969821673,0.1245,0.9964461454346637,3645,0.0002733734281027884,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-12-03,0.17669849108367627,0.17400000000000002,0.1162953086419753,0.11800000000000001,0.9964461454346637,3645,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2017-12-19,0.17265953488372093,0.16920000000000002,0.11695253077975376,0.1183,0.9991798797156917,3655,0.0002733734281027884,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-01-01,0.1362146361185983,0.1249,0.0921346900269541,0.0859,0.9701882845188284,3710,0.0007845188284518,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-01-17,0.13898,0.1311,0.0933697936210131,0.0889,0.6969142259414226,2665,0.0896966527196652,0.0002615062761506,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-02-02,0.135394466403162,0.1254,0.087732885375494,0.082,0.3308054393305439,1265,0.4892782426778242,0.0007845188284518,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-02-18,0.1288652522255192,0.1187,0.0878125222551928,0.0827,0.8812761506276151,3370,0.0376569037656903,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-03-06,0.1221509277761918,0.114,0.083398515558093,0.0795,0.9160564853556484,3503,0.0371338912133891,0.0005230125523012,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-03-22,0.1232421478060046,0.1149,0.0880364318706697,0.0838,0.905857740585774,3464,0.0135983263598326,0.0002615062761506,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-04-07,0.1263311092577147,0.117,0.0883012510425354,0.0829,0.9406380753138076,3597,0.0135983263598326,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-04-23,0.122735775480059,0.1122,0.086404047267356,0.0809,0.8851987447698745,3385,0.019612970711297,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-05-09,0.1385325681492109,0.1212,0.0974558106169297,0.0879,0.9113493723849372,3485,0.0149058577405857,0.0018305439330543,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-05-25,0.1311775683890577,0.1135,0.0934471428571428,0.0821,0.8603556485355649,3290,0.0387029288702928,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-06-10,0.1308128212213318,0.1143,0.0960676429953025,0.0875,0.9463912133891214,3619,0.0067991631799163,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-06-26,0.1177840256481739,0.1048,0.0825109562308335,0.0759,0.9380230125523012,3587,0.0128138075313807,0.0033995815899581,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-07-12,0.1129921870624475,0.1036,0.0807016802016241,0.0759,0.9338389121338913,3571,0.0180439330543933,0.0026150627615062,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-07-28,0.1107656767739918,0.1012,0.0812509221631759,0.0749,0.8365585774058577,3199,0.0402719665271966,0.0047071129707112,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-08-13,0.1295273381294964,0.1092,0.0919482014388489,0.0809,0.8360355648535565,3197,0.0115062761506276,0.0005230125523012,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-08-29,0.1371509450421634,0.1136,0.0984558883396336,0.084,0.8993200836820083,3439,0.0177824267782426,0.0007845188284518,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-09-14,0.1487336335491134,0.1207,0.1053257247396566,0.0878,0.92913179916318,3553,0.017520920502092,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-09-30,0.1498362705470223,0.1224,0.1044711937483158,0.0904,0.9704497907949792,3711,0.0049686192468619,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-10-16,0.1416393367812595,0.1203,0.0993552783693337,0.0874,0.859571129707113,3287,0.0075836820083682,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1102,Baki,SO11,Awdal,2017-11-01,0.13686380236305049,0.11835000000000001,0.0946842105263158,0.0863,0.9738493723849372,3724,0.0041841004184100415,0.0005230125523012552,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
