district_id,district_name,region_id,region_name,date,ndvi_mean,ndvi_median,evi_mean,evi_median,valid_pixel_fraction,good_pixel_count,marginal_pixel_fraction,cloudy_pixel_fraction,qa_rule,source_version
SO1101,Borama,SO11,Awdal,2015-01-01,0.1688984100877193,0.1653,0.1096608278508772,0.1102,0.9972662657189721,3648,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-01-17,0.1667505571847507,0.1628,0.1086481524926686,0.10875,0.9322033898305084,3410,0.0434663750683433,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-02-02,0.1556664569083447,0.153,0.1029250341997264,0.1031,0.9991798797156916,3655,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-02-18,0.15174765625,0.1491,0.1032969866071428,0.1031,0.9797703663203936,3584,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-03-06,0.1465569706929608,0.1448,0.0968068200493015,0.0977,0.9980863860032804,3651,0.0,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-03-22,0.1617477164471841,0.1589,0.1121918464555898,0.1126,0.9756697648988518,3569,0.002460360852925,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-04-07,0.1643054237288135,0.1609,0.1147853389830508,0.11415,0.967741935483871,3540,0.0002733734281027,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-04-23,0.1620127947096032,0.1608,0.1139721966647498,0.114,0.950792782941498,3478,0.007654455986878,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-05-09,0.175131483223581,0.1686,0.1234011915961116,0.1215,0.8717878622197922,3189,0.0352651722252597,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
SO1101,Borama,SO11,Awdal,2015-05-25,0.175710840636157,0.1711,0.1191290814670561,0.1186,0.8422635319846911,3081,0.0478403499179879,0.0,pixel_reliability=0 AND MODLAND_QA(bits0-1)=0 AND VI range -2000..10000,MOD13Q1 V061 Terra 250m 16-day
